,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,System
718,XGBoost,Affinity Data Value,kd,47604.068920654296,3572626743.439915,59288.0625,0.206803,[-0.242 ~ 0.582],-6719528566.622634,0.144118,GRADE,003-CK2
719,XGBoost,pKd pKi pIC50,kd,15.819563997507096,251.93515687150853,0.7295348048210144,-0.575856,[-0.805 ~ -0.197],-472.848965,-0.555882,GRADE,003-CK2
720,linearRegression,delta G,all,8.456692767724283,77.24391368611522,1.6987052705160062,-0.121774,[-0.498 ~ 0.293],-33.708889,-0.034056,X-GRADE,010-MMP12
721,linearRegression,Affinity Data Value,all,96210.91305931637,10111341670.065163,29237.69692661535,0.470522,[0.086 ~ 0.733],-4543444449.239964,0.420021,X-GRADE,010-MMP12
722,linearRegression,pKd pKi pIC50,all,15.991715949569981,257.7555783038994,0.3956911070194876,0.306162,[-0.108 ~ 0.63],-114.820253,-0.038184,X-GRADE,010-MMP12
723,Ridge,delta G,all,8.393680833626116,75.68054798888218,1.5655583037867913,-0.117794,[-0.495 ~ 0.297],-33.006404,-0.038184,X-GRADE,010-MMP12
724,Ridge,Affinity Data Value,all,89110.24403010384,8797821300.089437,29278.449378367866,0.479549,[0.097 ~ 0.738],-3953225363.585737,0.428277,X-GRADE,010-MMP12
725,Ridge,pKd pKi pIC50,all,15.977638406548285,257.3134911824995,0.3770262350898012,0.301419,[-0.113 ~ 0.627],-114.621605,-0.0258,X-GRADE,010-MMP12
726,Lasso,delta G,all,7.6744378249249285,63.847584821630804,1.4130927009538368,-0.172737,[-0.536 ~ 0.245],-27.689363,0.003096,X-GRADE,010-MMP12
727,Lasso,Affinity Data Value,all,78649.44114957267,6280587051.773922,9739.406637578988,0.12338,[-0.292 ~ 0.5],-2822127795.265766,0.271414,X-GRADE,010-MMP12
728,Lasso,pKd pKi pIC50,all,15.915100802282533,255.27649297450898,0.35841968296011695,0.344015,[-0.066 ~ 0.655],-113.706297,-0.0258,X-GRADE,010-MMP12
729,ElasticNet,delta G,all,8.074977346487014,69.71026841122587,1.3809057989678206,-0.090442,[-0.474 ~ 0.322],-30.32371,0.019608,X-GRADE,010-MMP12
730,ElasticNet,Affinity Data Value,all,56371.81919987512,3221835194.925062,6637.950553643319,0.464263,[0.078 ~ 0.729],-1447703945.0853,0.469556,X-GRADE,010-MMP12
731,ElasticNet,pKd pKi pIC50,all,15.832450665906268,252.68929055861588,0.32344536585883943,0.318434,[-0.095 ~ 0.638],-112.54376,0.04644,X-GRADE,010-MMP12
732,SVR,delta G,all,7.9665831311150175,67.71650572821515,1.689964483121438,0.164889,[-0.253 ~ 0.531],-29.42783,0.23839,X-GRADE,010-MMP12
733,SVR,Affinity Data Value,all,359.0383108108165,129404.62363177093,21.90834079843596,-0.212865,[-0.565 ~ 0.206],-58145.855112,-0.044376,X-GRADE,010-MMP12
734,SVR,pKd pKi pIC50,all,16.019826389767374,259.3470931684523,0.4012536141349047,-0.272115,[-0.607 ~ 0.145],-115.535387,-0.281734,X-GRADE,010-MMP12
735,DecisionTree,delta G,all,8.828583477615302,128.64355470016682,7.930403748757555,0.312785,[-0.101 ~ 0.634],-56.804875,0.346793,X-GRADE,010-MMP12
736,DecisionTree,Affinity Data Value,all,26997.79722222222,3165563442.211539,49362.29244068581,-0.315527,[-0.636 ~ 0.098],-1422418716.782864,-0.076448,X-GRADE,010-MMP12
737,DecisionTree,pKd pKi pIC50,all,15.210555555555556,235.87660555555556,2.1309706244970004,0.354029,[-0.055 ~ 0.661],-104.989125,0.37041,X-GRADE,010-MMP12
738,RandomForest,delta G,all,7.201714631088929,59.71763289417762,2.2938245571078375,-0.053453,[-0.445 ~ 0.355],-25.833605,0.083591,X-GRADE,010-MMP12
739,RandomForest,Affinity Data Value,all,26343.07344444444,833024695.100875,11792.483767982252,-0.127926,[-0.503 ~ 0.288],-374312484.065547,0.054696,X-GRADE,010-MMP12
740,RandomForest,pKd pKi pIC50,all,15.62156666666667,245.79866121111115,0.3573527718938907,0.551364,[0.193 ~ 0.78],-109.447515,0.463364,X-GRADE,010-MMP12
741,XGBoost,delta G,all,3.817835417853461,27.5761323499843,3.937357187271118,-0.015481,[-0.414 ~ 0.388],-11.391098,0.351909,X-GRADE,010-MMP12
742,XGBoost,Affinity Data Value,all,137712.77943576392,21183319268.53184,47100.34375,-0.477039,[-0.737 ~ -0.094],-9518542395.130112,-0.368421,X-GRADE,010-MMP12
743,XGBoost,pKd pKi pIC50,all,15.352286971410116,237.9776595905169,0.6613981127738953,0.191543,[-0.227 ~ 0.55],-105.933215,-0.26935,X-GRADE,010-MMP12
744,linearRegression,delta G,ki,7.414495960745452,69.80445030641684,2.9241617232535897,-0.464608,[-0.73 ~ -0.078],-30.36603,-0.052632,X-GRADE,010-MMP12
745,linearRegression,Affinity Data Value,ki,137667.08239602545,22439697316.25902,59055.49698866563,0.453954,[0.065 ~ 0.723],-10083085069.545801,0.287926,X-GRADE,010-MMP12
746,linearRegression,pKd pKi pIC50,ki,15.717395990179467,248.6341688807772,0.6652887077173485,0.539283,[0.177 ~ 0.773],-110.721626,-0.011352,X-GRADE,010-MMP12
747,Ridge,delta G,ki,7.09857679963133,63.45018366376085,2.6410972370807033,-0.489786,[-0.744 ~ -0.111],-27.510795,-0.058824,X-GRADE,010-MMP12
748,Ridge,Affinity Data Value,ki,113946.16831405296,15913332304.90877,54126.547268767994,0.495937,[0.119 ~ 0.748],-7150519060.146132,0.382869,X-GRADE,010-MMP12
749,Ridge,pKd pKi pIC50,ki,15.662162952704241,246.92818809517635,0.6142485811777819,0.533613,[0.169 ~ 0.77],-109.955058,-0.001032,X-GRADE,010-MMP12
750,Lasso,delta G,ki,7.577626611693186,66.23806855237314,2.0504034987071003,-0.390351,[-0.684 ~ 0.012],-28.763507,-0.040248,X-GRADE,010-MMP12
751,Lasso,Affinity Data Value,ki,63359.961164234854,4095836399.7661963,9019.750185581126,0.155124,[-0.262 ~ 0.523],-1840428872.519476,0.28999,X-GRADE,010-MMP12
752,Lasso,pKd pKi pIC50,ki,15.7678960426215,250.37907567140903,0.5096158864809893,0.481855,[0.1 ~ 0.74],-111.505685,-0.017544,X-GRADE,010-MMP12
753,ElasticNet,delta G,ki,7.1605688365874425,60.51947262197081,2.084480247024684,-0.430145,[-0.709 ~ -0.035],-26.193905,-0.089783,X-GRADE,010-MMP12
754,ElasticNet,Affinity Data Value,ki,51785.4281939053,2736851813.187349,7425.0067647322885,0.428276,[0.033 ~ 0.708],-1229780831.999496,0.360165,X-GRADE,010-MMP12
755,ElasticNet,pKd pKi pIC50,ki,15.713035034444905,248.653235862733,0.4961558620423053,0.484947,[0.104 ~ 0.742],-110.730194,-0.031992,X-GRADE,010-MMP12
756,SVR,delta G,ki,8.440070272328528,79.86517289315972,2.103139721626742,-0.315813,[-0.636 ~ 0.097],-34.886729,-0.034056,X-GRADE,010-MMP12
757,SVR,Affinity Data Value,ki,143.8625963694666,20856.6518725835,12.32271094958173,-0.166745,[-0.532 ~ 0.251],-9370.75721,0.110423,X-GRADE,010-MMP12
758,SVR,pKd pKi pIC50,ki,15.762392381865652,250.49177399954775,0.4924960529302704,0.292137,[-0.123 ~ 0.62],-111.556325,-0.048504,X-GRADE,010-MMP12
759,DecisionTree,delta G,ki,7.395380576522419,77.20067513072136,7.521799490660824,-0.293867,[-0.622 ~ 0.121],-33.68946,-0.150653,X-GRADE,010-MMP12
760,DecisionTree,Affinity Data Value,ki,5003.760555555556,308907979.6007388,16848.444835007846,-0.005258,[-0.405 ~ 0.396],-138805143.890606,0.141288,X-GRADE,010-MMP12
761,DecisionTree,pKd pKi pIC50,ki,16.23555555555556,268.34974444444447,1.1743152719881877,-0.328791,[-0.645 ~ 0.083],-119.580651,-0.365047,X-GRADE,010-MMP12
762,RandomForest,delta G,ki,6.221858458618837,53.02206334340768,2.7861807623786303,-0.519948,[-0.762 ~ -0.15],-22.825008,-0.151703,X-GRADE,010-MMP12
763,RandomForest,Affinity Data Value,ki,12558.553535555557,319946428.8031519,12736.871956895524,-0.032957,[-0.428 ~ 0.373],-143765176.13998,-0.007224,X-GRADE,010-MMP12
764,RandomForest,pKd pKi pIC50,ki,15.917366666666668,255.18174131555554,0.5285398809952456,0.434796,[0.041 ~ 0.712],-113.663722,0.079463,X-GRADE,010-MMP12
765,XGBoost,delta G,ki,8.319288601345484,79.39735880594314,2.6941516399383545,-0.087439,[-0.472 ~ 0.325],-34.676521,0.044376,X-GRADE,010-MMP12
766,XGBoost,Affinity Data Value,ki,15582.798326551649,365815325.32796097,14582.544921875,-0.280491,[-0.613 ~ 0.136],-164375970.449429,-0.44066,X-GRADE,010-MMP12
767,XGBoost,pKd pKi pIC50,ki,15.85551693386502,253.28350438082654,0.7895090579986572,0.408695,[0.009 ~ 0.696],-112.810765,0.230134,X-GRADE,010-MMP12
768,linearRegression,delta G,kd,7.432348068796066,58.55821859520998,1.6739315220003166,0.342207,[-0.068 ~ 0.653],-25.312632,0.223942,X-GRADE,010-MMP12
769,linearRegression,Affinity Data Value,kd,69589.43562922244,5442611822.337786,24493.85043040029,0.361795,[-0.046 ~ 0.666],-2445590830.157392,0.126935,X-GRADE,010-MMP12
770,linearRegression,pKd pKi pIC50,kd,15.911279617439485,255.5355648380316,0.2921211765502702,-0.064173,[-0.453 ~ 0.346],-113.822709,-0.145511,X-GRADE,010-MMP12
771,Ridge,delta G,kd,7.456569180860653,58.57529040924554,1.521014994676749,0.344659,[-0.065 ~ 0.655],-25.320303,0.271414,X-GRADE,010-MMP12
772,Ridge,Affinity Data Value,kd,68978.4109671148,5139077800.181833,19521.328605678904,0.440425,[0.048 ~ 0.715],-2309200426.843626,0.147575,X-GRADE,010-MMP12
773,Ridge,pKd pKi pIC50,kd,15.852852119770379,253.70693799992029,0.2972425589214519,-0.090415,[-0.474 ~ 0.322],-113.001031,-0.149639,X-GRADE,010-MMP12
774,Lasso,delta G,kd,6.867977226499388,49.92389961184942,1.2424754877758173,0.27365,[-0.143 ~ 0.608],-21.432875,0.153767,X-GRADE,010-MMP12
775,Lasso,Affinity Data Value,kd,64435.185981962466,4295880487.172512,12000.424805885163,0.63967,[0.321 ~ 0.828],-1930316963.376927,0.537668,X-GRADE,010-MMP12
776,Lasso,pKd pKi pIC50,kd,15.659479898853874,247.58306655305134,0.26090407810943694,-0.090188,[-0.474 ~ 0.322],-110.249322,-0.120743,X-GRADE,010-MMP12
777,ElasticNet,delta G,kd,7.184934269264177,54.04551631260067,1.2548914595911773,0.368044,[-0.039 ~ 0.67],-23.284888,0.141383,X-GRADE,010-MMP12
778,ElasticNet,Affinity Data Value,kd,59553.03163897145,3589713316.9971914,6569.619195766266,0.518285,[0.148 ~ 0.761],-1613006816.51745,0.500516,X-GRADE,010-MMP12
779,ElasticNet,pKd pKi pIC50,kd,15.763254596901508,250.9258319879185,0.26933501991743514,-0.183695,[-0.544 ~ 0.234],-111.751365,-0.213622,X-GRADE,010-MMP12
780,SVR,delta G,kd,7.76358362985086,62.97404254614443,1.5300507276074538,0.408695,[0.009 ~ 0.696],-27.296845,0.318885,X-GRADE,010-MMP12
781,SVR,Affinity Data Value,kd,785.8090445662095,617616.6040304215,10.652114336612934,-0.1591,[-0.526 ~ 0.258],-277519.711249,-0.05676,X-GRADE,010-MMP12
782,SVR,pKd pKi pIC50,kd,16.07085705915071,261.768546599943,0.5137802604459799,-0.656689,[-0.837 ~ -0.347],-116.623446,-0.53354,X-GRADE,010-MMP12
783,DecisionTree,delta G,kd,9.505907095509478,131.37933926396514,8.252457541945326,0.460956,[0.074 ~ 0.727],-58.034177,0.203618,X-GRADE,010-MMP12
784,DecisionTree,Affinity Data Value,kd,11326.180833333332,400283527.38779026,16492.22839987793,-0.153543,[-0.522 ~ 0.264],-179863960.715064,0.132658,X-GRADE,010-MMP12
785,DecisionTree,pKd pKi pIC50,kd,16.125,268.0661277777778,1.8084796834446604,-0.47341,[-0.735 ~ -0.09],-119.45321,-0.70053,X-GRADE,010-MMP12
786,RandomForest,delta G,kd,8.080614998893601,70.8938455996485,2.4390628624830057,0.354119,[-0.054 ~ 0.661],-30.85554,0.415893,X-GRADE,010-MMP12
787,RandomForest,Affinity Data Value,kd,40306.42971111111,2261521878.989332,25237.719064840643,0.383308,[-0.021 ~ 0.68],-1016195412.573056,0.422085,X-GRADE,010-MMP12
788,RandomForest,pKd pKi pIC50,kd,15.724450000000003,249.40290043277778,0.39293130038339735,0.200709,[-0.218 ~ 0.557],-111.067049,0.118679,X-GRADE,010-MMP12
789,XGBoost,delta G,kd,4.017965111202664,29.024925488266703,4.244032859802246,-0.025699,[-0.422 ~ 0.379],-12.042101,0.102167,X-GRADE,010-MMP12
790,XGBoost,Affinity Data Value,kd,66280.87875759549,5797287233.119862,37505.5,0.103571,[-0.31 ~ 0.484],-2604961176.777676,0.199174,X-GRADE,010-MMP12
791,XGBoost,pKd pKi pIC50,kd,15.16447093433804,232.59314588344103,0.5771188139915466,-0.04264,[-0.436 ~ 0.364],-103.51373,-0.230134,X-GRADE,010-MMP12
792,linearRegression,delta G,all,9.702912753492136,98.90899608238978,1.582269363114384,-0.00708,[-0.407 ~ 0.395],-43.443907,0.133127,GRADE,010-MMP12
793,linearRegression,Affinity Data Value,all,63142.526324897255,4206843808.3172827,14828.745064290975,0.599071,[0.261 ~ 0.806],-1890309097.199264,0.690402,GRADE,010-MMP12
794,linearRegression,pKd pKi pIC50,all,16.32465521753103,268.7991568327537,0.35997052400363244,0.046805,[-0.361 ~ 0.439],-119.78259,-0.102167,GRADE,010-MMP12
795,Ridge,delta G,all,9.613603793362962,97.06919149683578,1.5611311106305517,0.003177,[-0.398 ~ 0.404],-42.617207,0.133127,GRADE,010-MMP12
796,Ridge,Affinity Data Value,all,63475.65010618327,4242259178.600417,14598.874154539082,0.599362,[0.261 ~ 0.806],-1906222689.363049,0.682147,GRADE,010-MMP12
797,Ridge,pKd pKi pIC50,all,16.322371663187468,268.7260804253237,0.35926899381823657,0.04505,[-0.362 ~ 0.438],-119.749754,-0.102167,GRADE,010-MMP12
798,Lasso,delta G,all,9.642081033128251,97.66451519569293,1.5619242460620069,-0.006374,[-0.406 ~ 0.396],-42.88471,0.139319,GRADE,010-MMP12
799,Lasso,Affinity Data Value,all,66995.87131293141,4645669240.342001,12539.531099106876,0.464411,[0.078 ~ 0.729],-2087491532.410556,0.595459,GRADE,010-MMP12
800,Lasso,pKd pKi pIC50,all,16.311469263012768,268.36395067247776,0.35368377573035864,0.047998,[-0.36 ~ 0.44],-119.587034,-0.114551,GRADE,010-MMP12
801,ElasticNet,delta G,all,9.65231226329848,97.86482865553359,1.5690268843731405,-0.002216,[-0.403 ~ 0.399],-42.974719,0.133127,GRADE,010-MMP12
802,ElasticNet,Affinity Data Value,all,56130.75529189542,3191903117.06584,6421.863685944991,-0.056993,[-0.448 ~ 0.352],-1434254223.231252,0.112487,GRADE,010-MMP12
803,ElasticNet,pKd pKi pIC50,all,16.319405636755604,268.62834524685485,0.3578531216548304,0.045138,[-0.362 ~ 0.438],-119.705837,-0.114551,GRADE,010-MMP12
804,SVR,delta G,all,7.827295142585417,66.48161236306015,1.9610339793139453,0.146313,[-0.27 ~ 0.517],-28.872941,0.252838,GRADE,010-MMP12
805,SVR,Affinity Data Value,all,412.1772178124031,173648.5395784444,61.15848850736384,-0.087106,[-0.472 ~ 0.325],-78026.478369,0.106295,GRADE,010-MMP12
806,SVR,pKd pKi pIC50,all,16.020112333300943,259.3477795093478,0.38881006351862324,-0.281993,[-0.614 ~ 0.134],-115.535695,-0.376677,GRADE,010-MMP12
807,DecisionTree,delta G,all,6.194290974377316,60.68529310555808,5.630664486604835,0.054938,[-0.354 ~ 0.446],-26.268415,-0.013836,GRADE,010-MMP12
808,DecisionTree,Affinity Data Value,all,142046.34388888892,296561942973.3954,525722.8840550625,-0.145574,[-0.516 ~ 0.271],-133257559472.42752,0.14769,GRADE,010-MMP12
809,DecisionTree,pKd pKi pIC50,all,15.074444444444444,229.46720000000005,0.8745935563957059,0.292042,[-0.123 ~ 0.62],-102.109114,0.290897,GRADE,010-MMP12
810,RandomForest,delta G,all,7.694274935984113,69.66410575827423,2.6637679812267514,-0.143577,[-0.515 ~ 0.273],-30.302967,0.166151,GRADE,010-MMP12
811,RandomForest,Affinity Data Value,all,30278.658697222225,1188033397.249381,16469.730182142488,0.321327,[-0.091 ~ 0.64],-533832592.295964,0.376677,GRADE,010-MMP12
812,RandomForest,pKd pKi pIC50,all,15.872050000000002,254.24593021388898,0.5219566277627221,0.111705,[-0.303 ~ 0.491],-113.243223,-0.093911,GRADE,010-MMP12
813,XGBoost,delta G,all,6.799545101589626,59.788815183537764,3.500114679336548,-0.132656,[-0.507 ~ 0.283],-25.86559,0.108359,GRADE,010-MMP12
814,XGBoost,Affinity Data Value,all,31943.973005710184,1551877025.3069828,28047.48828125,0.108876,[-0.305 ~ 0.488],-697322598.528028,0.203302,GRADE,010-MMP12
815,XGBoost,pKd pKi pIC50,all,15.66420530954997,247.72241978049493,0.4763789176940918,0.068474,[-0.342 ~ 0.457],-110.31194,-0.261094,GRADE,010-MMP12
816,linearRegression,delta G,ki,9.46746807966767,95.50969629684089,1.9050248823711795,-0.003896,[-0.404 ~ 0.398],-41.916461,0.141383,GRADE,010-MMP12
817,linearRegression,Affinity Data Value,ki,73471.8271756827,5710633571.785597,17678.930660430957,0.386909,[-0.017 ~ 0.682],-2566024099.035786,0.506708,GRADE,010-MMP12
818,linearRegression,pKd pKi pIC50,ki,16.320236888199343,268.5873675220157,0.44621190611932937,0.140724,[-0.276 ~ 0.513],-119.687424,-0.060888,GRADE,010-MMP12
819,Ridge,delta G,ki,9.44363407316687,95.02105025200123,1.8953480675254468,-0.003714,[-0.404 ~ 0.398],-41.696892,0.141383,GRADE,010-MMP12
820,Ridge,Affinity Data Value,ki,73621.26859871835,5717178130.875584,17236.798149466158,0.394181,[-0.008 ~ 0.687],-2568964840.398002,0.529412,GRADE,010-MMP12
821,Ridge,pKd pKi pIC50,ki,16.314884645884668,268.4147233172127,0.4434580822179769,0.138214,[-0.278 ~ 0.511],-119.609848,-0.060888,GRADE,010-MMP12
822,Lasso,delta G,ki,9.29855449220178,92.29391414019359,1.857371468853762,-0.028058,[-0.424 ~ 0.377],-40.471477,0.137255,GRADE,010-MMP12
823,Lasso,Affinity Data Value,ki,70711.83494528575,5160149833.31614,12649.035218056355,0.314315,[-0.099 ~ 0.635],-2318668963.772091,0.521156,GRADE,010-MMP12
824,Lasso,pKd pKi pIC50,ki,16.289465026674662,267.55954066109683,0.43539219498852894,0.155635,[-0.262 ~ 0.524],-119.225579,-0.04644,GRADE,010-MMP12
825,ElasticNet,delta G,ki,9.333692286878518,92.82759876846339,1.855118135538688,-0.007741,[-0.407 ~ 0.394],-40.711283,0.137255,GRADE,010-MMP12
826,ElasticNet,Affinity Data Value,ki,53101.327227023474,2868297887.379192,6967.411311443335,-0.101573,[-0.483 ~ 0.312],-1288844995.369707,0.145511,GRADE,010-MMP12
827,ElasticNet,pKd pKi pIC50,ki,16.303076344856393,268.02347957520624,0.43858687222356585,0.141113,[-0.275 ~ 0.513],-119.434046,-0.083591,GRADE,010-MMP12
828,SVR,delta G,ki,7.998720407594146,73.56132953379553,2.736920343855631,0.01646,[-0.387 ~ 0.415],-32.054151,0.190918,GRADE,010-MMP12
829,SVR,Affinity Data Value,ki,198.47633183591674,40591.34018024059,34.44180739887716,-0.09753,[-0.48 ~ 0.316],-18238.369738,0.067079,GRADE,010-MMP12
830,SVR,pKd pKi pIC50,ki,16.0448828051495,260.0518499220878,0.5258012355406458,-0.071163,[-0.459 ~ 0.339],-115.852063,-0.20743,GRADE,010-MMP12
831,DecisionTree,delta G,ki,16.597506328866025,322.2143754240611,7.385663494915972,0.140122,[-0.276 ~ 0.512],-143.784259,-0.036247,GRADE,010-MMP12
832,DecisionTree,Affinity Data Value,ki,30482.96611111112,6977537986.280406,77770.55485892104,-0.291152,[-0.62 ~ 0.124],-3135296705.861252,-0.428129,GRADE,010-MMP12
833,DecisionTree,pKd pKi pIC50,ki,15.16888888888889,233.53396666666666,1.650901455957911,0.307001,[-0.107 ~ 0.63],-103.93648,0.275738,GRADE,010-MMP12
834,RandomForest,delta G,ki,7.948507417280878,76.72452099482551,3.1407313132197414,-0.155386,[-0.524 ~ 0.262],-33.475504,0.009288,GRADE,010-MMP12
835,RandomForest,Affinity Data Value,ki,14424.817098888889,377127673.38523537,13001.754507240137,-0.172781,[-0.537 ~ 0.245],-169459076.794472,0.04644,GRADE,010-MMP12
836,RandomForest,pKd pKi pIC50,ki,15.978094444444444,257.9026754672222,0.6706805666634452,0.03604,[-0.37 ~ 0.431],-114.88635,-0.145511,GRADE,010-MMP12
837,XGBoost,delta G,ki,8.228599683973522,90.65765654146597,4.028746128082275,-0.373665,[-0.674 ~ 0.032],-39.736239,0.081527,GRADE,010-MMP12
838,XGBoost,Affinity Data Value,ki,17726.431439166598,584311011.6268476,19182.06640625,-0.091902,[-0.475 ~ 0.321],-262555128.637212,0.0258,GRADE,010-MMP12
839,XGBoost,pKd pKi pIC50,ki,16.009077837202287,258.2158491953926,0.5183114409446716,0.367845,[-0.039 ~ 0.67],-115.027072,0.285862,GRADE,010-MMP12
840,linearRegression,delta G,kd,8.40172551112571,74.45404668648099,1.1814588609582086,-0.069143,[-0.457 ~ 0.341],-32.455286,0.244582,GRADE,010-MMP12
841,linearRegression,Affinity Data Value,kd,58836.6787941668,3689637623.3353705,15096.70557389672,0.614298,[0.283 ~ 0.815],-1657906944.50149,0.570691,GRADE,010-MMP12
842,linearRegression,pKd pKi pIC50,kd,16.012628794911972,258.6591475098674,0.26648691758276055,0.052356,[-0.356 ~ 0.444],-115.226264,-0.133127,GRADE,010-MMP12
843,Ridge,delta G,kd,8.248432249275517,71.72139575930993,1.1541525674554343,-0.036943,[-0.431 ~ 0.369],-31.227393,0.277606,GRADE,010-MMP12
844,Ridge,Affinity Data Value,kd,59344.1160351647,3729340171.767874,14409.820166036487,0.624648,[0.299 ~ 0.82],-1675746943.308975,0.607843,GRADE,010-MMP12
845,Ridge,pKd pKi pIC50,kd,16.00875775643143,258.5382591340689,0.26549689167200846,0.048014,[-0.36 ~ 0.44],-115.171944,-0.133127,GRADE,010-MMP12
846,Lasso,delta G,kd,8.194944771154358,70.84329503920841,1.141279199320081,-0.046453,[-0.439 ~ 0.361],-30.832826,0.261094,GRADE,010-MMP12
847,Lasso,Affinity Data Value,kd,56504.94424317876,3358927863.533676,12889.737090983297,0.680871,[0.385 ~ 0.85],-1509305357.1118,0.713106,GRADE,010-MMP12
848,Lasso,pKd pKi pIC50,kd,15.98757390844211,257.85245796753065,0.2589313429013912,0.055124,[-0.354 ~ 0.446],-114.863785,-0.157895,GRADE,010-MMP12
849,ElasticNet,delta G,kd,8.220615273040197,71.25057076023457,1.148061716829763,-0.037523,[-0.432 ~ 0.369],-31.015831,0.277606,GRADE,010-MMP12
850,ElasticNet,Affinity Data Value,kd,59343.64511973459,3557771664.935425,6008.570928930203,-0.029118,[-0.425 ~ 0.376],-1598654109.772194,0.102167,GRADE,010-MMP12
851,ElasticNet,pKd pKi pIC50,kd,15.992144325850695,258.00532570807883,0.2607302575447701,0.047324,[-0.36 ~ 0.44],-114.932475,-0.133127,GRADE,010-MMP12
852,SVR,delta G,kd,7.2341008117574255,56.93852819747259,1.6363194983086207,0.060774,[-0.349 ~ 0.451],-24.584838,0.151703,GRADE,010-MMP12
853,SVR,Affinity Data Value,kd,794.0749758762526,631404.1817023702,28.96193942110471,-0.09368,[-0.477 ~ 0.319],-283715.040741,0.083591,GRADE,010-MMP12
854,SVR,pKd pKi pIC50,kd,15.697965394180743,248.9270934165546,0.3544099183499316,-0.141751,[-0.513 ~ 0.275],-110.853249,-0.184727,GRADE,010-MMP12
855,DecisionTree,delta G,kd,11.327609267707519,205.01927534225126,12.717522845223952,-0.16513,[-0.531 ~ 0.252],-91.123649,0.057911,GRADE,010-MMP12
856,DecisionTree,Affinity Data Value,kd,24304.475000000002,3370267899.0764832,52721.55286508123,0.011091,[-0.392 ~ 0.41],-1514400904.590432,0.44938,GRADE,010-MMP12
857,DecisionTree,pKd pKi pIC50,kd,16.642777777777777,282.3797833333333,1.5138398564944415,-0.194952,[-0.553 ~ 0.223],-125.884928,-0.053999,GRADE,010-MMP12
858,RandomForest,delta G,kd,7.4394676158277555,61.36836309841486,2.084560399909869,0.08814,[-0.324 ~ 0.472],-26.575346,-0.021672,GRADE,010-MMP12
859,RandomForest,Affinity Data Value,kd,37845.27488744444,1712156053.9575014,16730.166738866825,0.145417,[-0.271 ~ 0.516],-769342602.101635,0.265222,GRADE,010-MMP12
860,RandomForest,pKd pKi pIC50,kd,15.836305555555555,253.805758595,0.6356111682399538,-0.204441,[-0.559 ~ 0.214],-113.045436,-0.376677,GRADE,010-MMP12
861,XGBoost,delta G,kd,6.399066598680284,53.33979694761906,3.584470272064209,0.117317,[-0.298 ~ 0.495],-22.967779,0.211558,GRADE,010-MMP12
862,XGBoost,Affinity Data Value,kd,41119.47345052083,3397732921.081629,55654.2890625,0.052574,[-0.356 ~ 0.444],-1526742076.106219,0.027864,GRADE,010-MMP12
863,XGBoost,pKd pKi pIC50,kd,15.309585568110148,236.37359269229324,0.6090301871299744,0.333615,[-0.078 ~ 0.648],-105.212442,-0.013416,GRADE,010-MMP12
864,linearRegression,delta G,all,15.22619051726458,234.30981276506682,0.9527224792279487,0.420256,[-0.172 ~ 0.789],-78.757463,0.381818,X-GRADE,005-Cath-D
865,linearRegression,Affinity Data Value,all,53086.59676843794,3087782483.430356,16420.257430239664,0.517513,[-0.049 ~ 0.832],-1051060107.762688,0.624242,X-GRADE,005-Cath-D
866,linearRegression,pKd pKi pIC50,all,17.50008883442404,309.5140693687153,0.22697352975957602,-0.349154,[-0.756 ~ 0.252],-104.356479,-0.260606,X-GRADE,005-Cath-D
867,Ridge,delta G,all,15.546717500321131,243.81722029542075,0.9027297967582875,0.528641,[-0.033 ~ 0.837],-81.99372,0.50303,X-GRADE,005-Cath-D
868,Ridge,Affinity Data Value,all,52782.25760032339,3103042924.23599,17807.587140962216,0.55625,[0.006 ~ 0.848],-1056254657.786534,0.660606,X-GRADE,005-Cath-D
869,Ridge,pKd pKi pIC50,all,17.517552759969185,310.13430351120286,0.21939271546397185,-0.377271,[-0.769 ~ 0.221],-104.567603,-0.260606,X-GRADE,005-Cath-D
870,Lasso,delta G,all,15.616058549798652,245.93547332566064,0.8845739244669727,0.542841,[-0.014 ~ 0.843],-82.714759,0.345455,X-GRADE,005-Cath-D
871,Lasso,Affinity Data Value,all,16854.132054894326,331856489.2397819,6914.571547254356,0.699517,[0.24 ~ 0.903],-112961685.759253,0.624242,X-GRADE,005-Cath-D
872,Lasso,pKd pKi pIC50,all,17.625427594677138,313.93529282504295,0.21186206135796654,-0.408848,[-0.784 ~ 0.185],-105.861434,-0.236364,X-GRADE,005-Cath-D
873,ElasticNet,delta G,all,15.323027911016291,236.7774894199626,0.8923410791701347,0.572665,[0.03 ~ 0.855],-79.597443,0.345455,X-GRADE,005-Cath-D
874,ElasticNet,Affinity Data Value,all,18176.968125755855,365564959.9008432,5931.219125945149,0.815142,[0.478 ~ 0.943],-124435819.390544,0.818182,X-GRADE,005-Cath-D
875,ElasticNet,pKd pKi pIC50,all,17.611477253097267,313.45629429063354,0.20968149330035105,-0.431864,[-0.795 ~ 0.158],-105.698386,-0.212121,X-GRADE,005-Cath-D
