,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Featuretype,Selection_size,Selection_method
11372,RandomForest,delta G,kd,4674.077280472614,22798191.10497299,4.209454685769266,-0.589272,[-0.65 ~ -0.522],-23.090684,GAP,size25,f regression 
11373,XGBoost,delta G,kd,4673.947286446872,22797444.280030727,6.109967708587647,-0.443728,[-0.519 ~ -0.362],-23.089895,GAP,size25,f regression 
11374,linearRegression,delta G,kd,4673.078493384899,22788513.24569016,3.9990368180401417,-0.576539,[-0.638 ~ -0.507],-23.080457,slim,size25,f regression 
11375,Ridge,delta G,kd,4673.226616545765,22789800.74835608,3.841549942215291,-0.587375,[-0.648 ~ -0.52],-23.081818,slim,size25,f regression 
11376,Lasso,delta G,kd,4673.2107688387705,22789666.807738166,3.864804953246603,-0.585702,[-0.646 ~ -0.518],-23.081676,slim,size25,f regression 
11377,ElasticNet,delta G,kd,4673.200817309091,22789577.704317454,3.869691421949101,-0.585477,[-0.646 ~ -0.517],-23.081582,slim,size25,f regression 
11378,SVR,delta G,kd,4674.638232013294,22803158.30233206,3.575773548304497,-0.654596,[-0.707 ~ -0.595],-23.095933,slim,size25,f regression 
11379,DecisionTree,delta G,kd,4672.419724789071,22784699.103026308,9.803945298346273,-0.353771,[-0.436 ~ -0.265],-23.076427,slim,size25,f regression 
11380,RandomForest,delta G,kd,4674.032634883572,22798193.429727867,4.07555799824102,-0.661698,[-0.713 ~ -0.603],-23.090686,slim,size25,f regression 
11381,XGBoost,delta G,kd,4675.799175934608,22815977.63857954,6.358082294464111,-0.524676,[-0.592 ~ -0.45],-23.109479,slim,size25,f regression 
11382,linearRegression,delta G,kd,4673.763315987952,22793787.493874367,3.088118942048007,-0.560156,[-0.624 ~ -0.489],-23.086031,final,size25,r regression 
11383,Ridge,delta G,kd,4673.718199503818,22793349.699940965,3.0781449156999323,-0.559298,[-0.623 ~ -0.488],-23.085568,final,size25,r regression 
11384,Lasso,delta G,kd,4673.618852820966,22792396.220643274,3.0247177032121635,-0.56501,[-0.628 ~ -0.495],-23.084561,final,size25,r regression 
11385,ElasticNet,delta G,kd,4673.579829584081,22791929.434031703,2.9460927996395765,-0.562371,[-0.626 ~ -0.492],-23.084067,final,size25,r regression 
11386,SVR,delta G,kd,4674.431997619813,22798910.347540807,2.935287288343779,-0.391947,[-0.472 ~ -0.306],-23.091444,final,size25,r regression 
11387,DecisionTree,delta G,kd,4676.253470442377,22817580.990902405,9.823783449640567,-0.198245,[-0.29 ~ -0.103],-23.111173,final,size25,r regression 
11388,RandomForest,delta G,kd,4676.004077942658,22814863.985073395,5.094985196314364,-0.350559,[-0.433 ~ -0.262],-23.108302,final,size25,r regression 
11389,XGBoost,delta G,kd,4677.07494431586,22826383.4228367,7.356039047241211,-0.345894,[-0.429 ~ -0.257],-23.120475,final,size25,r regression 
11390,linearRegression,delta G,kd,4673.750423750017,22793786.97358692,3.186088232146171,-0.562189,[-0.625 ~ -0.492],-23.08603,GAP,size25,r regression 
11391,Ridge,delta G,kd,4673.708828919315,22793382.08762532,3.1748062490455378,-0.561596,[-0.625 ~ -0.491],-23.085602,GAP,size25,r regression 
11392,Lasso,delta G,kd,4673.562112202198,22791992.325036995,3.1001562062511656,-0.572152,[-0.634 ~ -0.503],-23.084134,GAP,size25,r regression 
11393,ElasticNet,delta G,kd,4673.616312629676,22792429.425350945,3.076355600262075,-0.564988,[-0.628 ~ -0.495],-23.084596,GAP,size25,r regression 
11394,SVR,delta G,kd,4674.42313446337,22799045.27366114,3.0412029966886083,-0.414997,[-0.493 ~ -0.331],-23.091587,GAP,size25,r regression 
11395,DecisionTree,delta G,kd,4675.241706088543,22808107.875973444,11.433577884626253,-0.168273,[-0.262 ~ -0.072],-23.101163,GAP,size25,r regression 
11396,RandomForest,delta G,kd,4676.186263607972,22816472.53461364,4.859157058598491,-0.357742,[-0.44 ~ -0.27],-23.110002,GAP,size25,r regression 
11397,XGBoost,delta G,kd,4676.919088722096,22824406.04093982,6.728283405303955,-0.339156,[-0.423 ~ -0.25],-23.118385,GAP,size25,r regression 
11398,linearRegression,delta G,kd,4673.49469338134,22792304.872605767,3.72081684783043,-0.606351,[-0.665 ~ -0.541],-23.084464,slim,size25,r regression 
11399,Ridge,delta G,kd,4673.491077847629,22792227.047191378,3.6795301756561134,-0.607046,[-0.665 ~ -0.542],-23.084382,slim,size25,r regression 
11400,Lasso,delta G,kd,4673.487717146362,22792156.98052598,3.635597921340622,-0.608963,[-0.667 ~ -0.544],-23.084308,slim,size25,r regression 
11401,ElasticNet,delta G,kd,4673.478613708894,22792010.13729489,3.5851186270207123,-0.608736,[-0.667 ~ -0.543],-23.084153,slim,size25,r regression 
11402,SVR,delta G,kd,4673.7444918909,22794186.967447285,3.4649308735011948,-0.584231,[-0.645 ~ -0.516],-23.086453,slim,size25,r regression 
11403,DecisionTree,delta G,kd,4673.700251695133,22795739.69391268,10.505603864215548,-0.284075,[-0.371 ~ -0.192],-23.088094,slim,size25,r regression 
11404,RandomForest,delta G,kd,4674.177252225096,22799286.227737844,3.992995770543526,-0.642112,[-0.696 ~ -0.581],-23.091841,slim,size25,r regression 
11405,XGBoost,delta G,kd,4675.221574872401,22808787.502530977,5.989595413208008,-0.40383,[-0.482 ~ -0.319],-23.101881,slim,size25,r regression 
11406,linearRegression,delta G,kd,4672.00297342776,22778755.71404397,4.598533108251977,-0.533582,[-0.6 ~ -0.46],-23.070147,final,size25,mutual info regression
11407,Ridge,delta G,kd,4672.206747935636,22780525.3360824,4.312374172042007,-0.553264,[-0.618 ~ -0.482],-23.072017,final,size25,mutual info regression
11408,Lasso,delta G,kd,4672.151580770763,22780025.7934736,4.355927346347514,-0.549571,[-0.614 ~ -0.478],-23.071489,final,size25,mutual info regression
11409,ElasticNet,delta G,kd,4672.210533841672,22780550.613340825,4.29557259516949,-0.554237,[-0.618 ~ -0.483],-23.072043,final,size25,mutual info regression
11410,SVR,delta G,kd,4673.778754055325,22794523.437239703,3.1737867913244417,-0.640762,[-0.695 ~ -0.579],-23.086808,final,size25,mutual info regression
11411,DecisionTree,delta G,kd,4673.421353651879,22795107.214785688,10.466292711111928,-0.382142,[-0.463 ~ -0.296],-23.087425,final,size25,mutual info regression
11412,RandomForest,delta G,kd,4673.695599005948,22794633.998071227,4.152165136582869,-0.598794,[-0.658 ~ -0.532],-23.086925,final,size25,mutual info regression
11413,XGBoost,delta G,kd,4673.903011772491,22796231.733018365,6.041506767272949,-0.38088,[-0.461 ~ -0.294],-23.088613,final,size25,mutual info regression
11414,linearRegression,delta G,kd,4673.124625318284,22788813.00151244,4.065960232077706,-0.55037,[-0.615 ~ -0.478],-23.080774,GAP,size25,mutual info regression
11415,Ridge,delta G,kd,4673.22906534816,22789689.20980771,3.922173946202297,-0.557603,[-0.621 ~ -0.486],-23.0817,GAP,size25,mutual info regression
11416,Lasso,delta G,kd,4673.269556298238,22790060.646782905,3.888176982781602,-0.561586,[-0.625 ~ -0.491],-23.082093,GAP,size25,mutual info regression
11417,ElasticNet,delta G,kd,4673.254415869915,22789911.481956523,3.89246008624513,-0.559953,[-0.624 ~ -0.489],-23.081935,GAP,size25,mutual info regression
11418,SVR,delta G,kd,4674.047696071512,22797270.62674304,3.4440763137421966,-0.625005,[-0.681 ~ -0.562],-23.089711,GAP,size25,mutual info regression
11419,DecisionTree,delta G,kd,4673.313538863647,22788240.21561041,8.6590159462138,-0.11616,[-0.211 ~ -0.019],-23.080169,GAP,size25,mutual info regression
11420,RandomForest,delta G,kd,4674.30158485909,22800392.276447263,4.216856914557171,-0.600941,[-0.66 ~ -0.535],-23.09301,GAP,size25,mutual info regression
11421,XGBoost,delta G,kd,4675.098403614011,22808085.19312568,6.012179851531982,-0.440707,[-0.516 ~ -0.358],-23.101139,GAP,size25,mutual info regression
11422,linearRegression,delta G,kd,4673.149147582413,22789260.494477328,4.143373634546563,-0.567088,[-0.63 ~ -0.497],-23.081247,slim,size25,mutual info regression
11423,Ridge,delta G,kd,4673.346278183222,22790978.695794765,3.9237042801761657,-0.582789,[-0.644 ~ -0.514],-23.083063,slim,size25,mutual info regression
11424,Lasso,delta G,kd,4673.213760057663,22789825.09828298,4.07360583858689,-0.571916,[-0.634 ~ -0.502],-23.081844,slim,size25,mutual info regression
11425,ElasticNet,delta G,kd,4673.313547445275,22790694.702891946,3.96179244599872,-0.579993,[-0.641 ~ -0.511],-23.082763,slim,size25,mutual info regression
11426,SVR,delta G,kd,4674.497898762424,22801830.745884296,3.588528114874341,-0.650028,[-0.703 ~ -0.59],-23.09453,slim,size25,mutual info regression
11427,DecisionTree,delta G,kd,4672.754057165497,22786014.21749051,9.292439910888188,-0.27371,[-0.362 ~ -0.181],-23.077817,slim,size25,mutual info regression
11428,RandomForest,delta G,kd,4674.104119075977,22798498.52806885,3.720893439007608,-0.674988,[-0.725 ~ -0.618],-23.091009,slim,size25,mutual info regression
11429,XGBoost,delta G,kd,4674.829270410103,22806024.2667563,5.743527889251709,-0.502361,[-0.572 ~ -0.426],-23.098961,slim,size25,mutual info regression
11430,linearRegression,delta G,kd,4672.341277987364,22781756.26550107,4.498801271770605,-0.527157,[-0.594 ~ -0.453],-23.073317,final,size30,f regression 
11431,Ridge,delta G,kd,4672.486310769727,22783058.799924023,4.32334210736368,-0.542461,[-0.608 ~ -0.47],-23.074694,final,size30,f regression 
11432,Lasso,delta G,kd,4672.785785953706,22785709.533153005,3.8046909401253,-0.596993,[-0.656 ~ -0.53],-23.077495,final,size30,f regression 
11433,ElasticNet,delta G,kd,4672.816179870653,22785951.135999963,3.798431370808808,-0.592239,[-0.652 ~ -0.525],-23.07775,final,size30,f regression 
11434,SVR,delta G,kd,4673.953511085312,22796038.154765707,3.1182375426004354,-0.632642,[-0.688 ~ -0.57],-23.088409,final,size30,f regression 
11435,DecisionTree,delta G,kd,4672.225060960853,22780843.66426019,9.503302511074237,-0.255141,[-0.344 ~ -0.162],-23.072353,final,size30,f regression 
11436,RandomForest,delta G,kd,4673.597700676394,22793355.79646134,4.035746650950395,-0.569944,[-0.632 ~ -0.5],-23.085575,final,size30,f regression 
11437,XGBoost,delta G,kd,4672.593198434495,22784502.567572825,6.124636173248291,-0.418676,[-0.496 ~ -0.335],-23.076219,final,size30,f regression 
11438,linearRegression,delta G,kd,4673.051114383688,22788300.699155573,3.985247367205776,-0.584137,[-0.645 ~ -0.516],-23.080233,GAP,size30,f regression 
11439,Ridge,delta G,kd,4673.13641405008,22789068.508408573,3.871447961733396,-0.597521,[-0.657 ~ -0.531],-23.081044,GAP,size30,f regression 
11440,Lasso,delta G,kd,4673.44284949636,22791849.170618918,3.5195929845877134,-0.645447,[-0.699 ~ -0.585],-23.083982,GAP,size30,f regression 
11441,ElasticNet,delta G,kd,4673.136421350357,22789071.440121558,3.8701372168563632,-0.598105,[-0.657 ~ -0.532],-23.081047,GAP,size30,f regression 
11442,SVR,delta G,kd,4673.9160018911225,22795990.39842785,3.2591732034676397,-0.652907,[-0.706 ~ -0.593],-23.088358,GAP,size30,f regression 
11443,DecisionTree,delta G,kd,4675.409428323414,22807513.929618336,8.212478617856151,-0.102909,[-0.199 ~ -0.005],-23.100535,GAP,size30,f regression 
11444,RandomForest,delta G,kd,4674.005825647074,22797271.3837172,4.010332496931846,-0.586474,[-0.647 ~ -0.519],-23.089712,GAP,size30,f regression 
11445,XGBoost,delta G,kd,4673.348733279981,22792013.4578525,5.874757766723633,-0.476091,[-0.548 ~ -0.397],-23.084156,GAP,size30,f regression 
11446,linearRegression,delta G,kd,4672.992320172934,22787821.490366485,4.196917107342292,-0.563072,[-0.626 ~ -0.493],-23.079726,slim,size30,f regression 
11447,Ridge,delta G,kd,4673.187594498656,22789515.220617708,3.966528902085335,-0.579002,[-0.64 ~ -0.51],-23.081516,slim,size30,f regression 
11448,Lasso,delta G,kd,4673.104886934842,22788811.529064555,4.073746551314051,-0.5724,[-0.635 ~ -0.503],-23.080773,slim,size30,f regression 
11449,ElasticNet,delta G,kd,4673.223288881988,22789832.028742973,3.932700466523362,-0.581821,[-0.643 ~ -0.513],-23.081851,slim,size30,f regression 
11450,SVR,delta G,kd,4674.360149040035,22800417.94700443,3.636602319681966,-0.623719,[-0.68 ~ -0.56],-23.093037,slim,size30,f regression 
11451,DecisionTree,delta G,kd,4673.202068316063,22789987.605587088,9.325145178866237,-0.260938,[-0.35 ~ -0.168],-23.082015,slim,size30,f regression 
11452,RandomForest,delta G,kd,4674.160992665044,22799142.05101689,3.846986884590059,-0.667681,[-0.718 ~ -0.61],-23.091689,slim,size30,f regression 
11453,XGBoost,delta G,kd,4675.556706495853,22813282.476912048,6.22192907333374,-0.500964,[-0.571 ~ -0.424],-23.106631,slim,size30,f regression 
11454,linearRegression,delta G,kd,4673.777548986274,22793968.269761108,3.095489995293601,-0.56674,[-0.63 ~ -0.497],-23.086222,final,size30,r regression 
11455,Ridge,delta G,kd,4673.734074895009,22793545.58900244,3.0844891384614663,-0.566056,[-0.629 ~ -0.496],-23.085775,final,size30,r regression 
11456,Lasso,delta G,kd,4673.418083048737,22790490.06515344,2.920248557043141,-0.580131,[-0.641 ~ -0.511],-23.082546,final,size30,r regression 
11457,ElasticNet,delta G,kd,4673.450431144341,22790608.75803406,2.804455361625934,-0.570545,[-0.633 ~ -0.501],-23.082672,final,size30,r regression 
11458,SVR,delta G,kd,4674.319204363248,22798077.65279818,2.872171113235158,-0.440314,[-0.516 ~ -0.358],-23.090564,final,size30,r regression 
11459,DecisionTree,delta G,kd,4676.618958549972,22821653.48008279,10.286303799344322,-0.221551,[-0.312 ~ -0.127],-23.115476,final,size30,r regression 
11460,RandomForest,delta G,kd,4675.297547194208,22808295.889321767,4.798457490112422,-0.376702,[-0.458 ~ -0.29],-23.101362,final,size30,r regression 
11461,XGBoost,delta G,kd,4676.932211073224,22824872.087742988,6.753918647766113,-0.363968,[-0.446 ~ -0.276],-23.118878,final,size30,r regression 
11462,linearRegression,delta G,kd,4673.759424329886,22793925.48461131,3.192409890605189,-0.569825,[-0.632 ~ -0.5],-23.086176,GAP,size30,r regression 
11463,Ridge,delta G,kd,4673.719321090426,22793534.34861873,3.1805175753610286,-0.569338,[-0.632 ~ -0.499],-23.085763,GAP,size30,r regression 
11464,Lasso,delta G,kd,4673.516593215296,22791589.743108302,3.083576280752346,-0.57906,[-0.64 ~ -0.51],-23.083708,GAP,size30,r regression 
11465,ElasticNet,delta G,kd,4673.386753318397,22790073.04164589,2.8192881827644887,-0.57837,[-0.64 ~ -0.51],-23.082106,GAP,size30,r regression 
11466,SVR,delta G,kd,4674.18421926826,22797050.00444357,2.9947673269009623,-0.46237,[-0.536 ~ -0.382],-23.089478,GAP,size30,r regression 
11467,DecisionTree,delta G,kd,4673.425289338321,22788709.89805901,10.488080488640971,-0.066016,[-0.163 ~ 0.032],-23.080665,GAP,size30,r regression 
11468,RandomForest,delta G,kd,4675.537100061137,22810225.76501598,4.429012011265336,-0.372528,[-0.454 ~ -0.285],-23.103401,GAP,size30,r regression 
11469,XGBoost,delta G,kd,4677.521646242376,22830490.35031857,6.79448938369751,-0.369652,[-0.451 ~ -0.282],-23.124814,GAP,size30,r regression 
11470,linearRegression,delta G,kd,4673.960794889942,22796571.139209647,3.5859309465603357,-0.616315,[-0.673 ~ -0.552],-23.088972,slim,size30,r regression 
11471,Ridge,delta G,kd,4673.950746101542,22796452.779030383,3.553816405028865,-0.618385,[-0.675 ~ -0.554],-23.088847,slim,size30,r regression 
11472,Lasso,delta G,kd,4673.89229364263,22795842.41423638,3.4555210314498934,-0.626564,[-0.682 ~ -0.563],-23.088202,slim,size30,r regression 
11473,ElasticNet,delta G,kd,4673.935061448943,22796270.112194996,3.4996741713715998,-0.622713,[-0.679 ~ -0.559],-23.088654,slim,size30,r regression 
11474,SVR,delta G,kd,4674.131259245819,22798132.37436655,3.6242017964786704,-0.605189,[-0.664 ~ -0.539],-23.090622,slim,size30,r regression 
11475,DecisionTree,delta G,kd,4675.1232126716295,22809392.7169716,9.63343100110683,-0.329405,[-0.414 ~ -0.239],-23.102521,slim,size30,r regression 
11476,RandomForest,delta G,kd,4674.035303193714,22798322.62218941,4.21012724071818,-0.653139,[-0.706 ~ -0.593],-23.090823,slim,size30,r regression 
11477,XGBoost,delta G,kd,4675.565309822751,22812374.20724362,5.526957035064697,-0.47277,[-0.545 ~ -0.393],-23.105671,slim,size30,r regression 
11478,linearRegression,delta G,kd,4672.175002667818,22780171.0779356,4.490471855879521,-0.524546,[-0.592 ~ -0.45],-23.071642,final,size30,mutual info regression
11479,Ridge,delta G,kd,4672.358140650442,22781773.55666034,4.266917470954269,-0.539151,[-0.605 ~ -0.466],-23.073336,final,size30,mutual info regression
11480,Lasso,delta G,kd,4672.250493318828,22780832.206330616,4.389821535421034,-0.531492,[-0.598 ~ -0.458],-23.072341,final,size30,mutual info regression
11481,ElasticNet,delta G,kd,4672.382232095181,22781984.796582192,4.232884051019293,-0.541835,[-0.607 ~ -0.469],-23.073559,final,size30,mutual info regression
11482,SVR,delta G,kd,4673.540417708828,22792115.988913752,3.2096539976376266,-0.604797,[-0.663 ~ -0.539],-23.084264,final,size30,mutual info regression
11483,DecisionTree,delta G,kd,4674.8389817583975,22802878.15343624,8.930968536364396,-0.134094,[-0.229 ~ -0.037],-23.095637,final,size30,mutual info regression
11484,RandomForest,delta G,kd,4673.619459915798,22793567.27083428,3.9286912740173374,-0.586644,[-0.647 ~ -0.519],-23.085798,final,size30,mutual info regression
11485,XGBoost,delta G,kd,4673.93914278974,22797977.66859093,6.317925453186035,-0.478497,[-0.55 ~ -0.4],-23.090458,final,size30,mutual info regression
11486,linearRegression,delta G,kd,4672.54216235832,22783477.12248522,4.006484714217119,-0.572409,[-0.635 ~ -0.503],-23.075136,GAP,size30,mutual info regression
11487,Ridge,delta G,kd,4672.703122080459,22784868.90234601,3.8207509699371744,-0.585306,[-0.646 ~ -0.517],-23.076606,GAP,size30,mutual info regression
11488,Lasso,delta G,kd,4672.623774672716,22784190.56965076,3.912317571647904,-0.579817,[-0.641 ~ -0.511],-23.07589,GAP,size30,mutual info regression
11489,ElasticNet,delta G,kd,4672.65935569492,22784494.959592048,3.87155840582413,-0.582229,[-0.643 ~ -0.514],-23.076211,GAP,size30,mutual info regression
11490,SVR,delta G,kd,4673.974692547921,22796740.01900899,3.3482088044240985,-0.666307,[-0.717 ~ -0.608],-23.089151,GAP,size30,mutual info regression
11491,DecisionTree,delta G,kd,4674.01256062809,22794118.058984533,8.294633053206255,-0.080988,[-0.177 ~ 0.017],-23.08638,GAP,size30,mutual info regression
11492,RandomForest,delta G,kd,4673.754324661299,22795022.345579028,3.847654312184953,-0.625058,[-0.681 ~ -0.562],-23.087336,GAP,size30,mutual info regression
11493,XGBoost,delta G,kd,4674.109745362332,22799329.637676574,6.072604179382324,-0.477532,[-0.55 ~ -0.398],-23.091887,GAP,size30,mutual info regression
11494,linearRegression,delta G,kd,4673.132682585168,22789207.738713782,4.150965809277487,-0.578566,[-0.64 ~ -0.51],-23.081191,slim,size30,mutual info regression
11495,Ridge,delta G,kd,4673.32386884961,22790863.79791689,3.933265344469,-0.593719,[-0.653 ~ -0.527],-23.082941,slim,size30,mutual info regression
11496,Lasso,delta G,kd,4673.3264208611845,22790879.3934816,3.9280488934931914,-0.593432,[-0.653 ~ -0.526],-23.082958,slim,size30,mutual info regression
