,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,System
328,DecisionTree,Affinity Data Value,ki,44078.117999999995,11288645276.007406,96674.15831628912,0.34531,[-0.114 ~ 0.683],0.119239,0.129383,X-GRADE,008-Trypsin
329,DecisionTree,pKd pKi pIC50,ki,13.898000000000003,199.24467333333334,1.0947267543394865,-0.288168,[-0.648 ~ 0.176],0.083041,-0.138205,X-GRADE,008-Trypsin
330,RandomForest,delta G,ki,1.1793000000000002,2.4738850633333365,1.384265206510499,0.671109,[0.326 ~ 0.858],0.450387,0.653571,X-GRADE,008-Trypsin
331,RandomForest,Affinity Data Value,ki,43519.24628726666,7704409345.008195,76227.4401645397,0.472086,[0.038 ~ 0.756],0.222865,0.646429,X-GRADE,008-Trypsin
332,RandomForest,pKd pKi pIC50,ki,14.011166666666666,203.50214683133333,0.9570249754084549,-0.705844,[-0.875 ~ -0.383],0.498215,-0.685714,X-GRADE,008-Trypsin
333,XGBoost,delta G,ki,1.7616284205118815,4.235694897059607,1.9474738836288452,0.453526,[0.014 ~ 0.746],0.205686,0.282143,X-GRADE,008-Trypsin
334,XGBoost,Affinity Data Value,ki,105638.25890624999,35308963948.0793,165349.515625,0.397925,[-0.054 ~ 0.714],0.158345,0.296429,X-GRADE,008-Trypsin
335,XGBoost,pKd pKi pIC50,ki,13.338735298792521,185.57090984941854,1.3128437995910645,-0.445469,[-0.742 ~ -0.004],0.198443,-0.285714,X-GRADE,008-Trypsin
336,linearRegression,delta G,kd,0.9901219818716129,1.7071256490441038,1.1118279536626965,0.823502,[0.6 ~ 0.928],0.678156,0.817857,X-GRADE,008-Trypsin
337,linearRegression,Affinity Data Value,kd,240246.78765180832,76784085391.82683,276926.85990717466,0.813597,[0.58 ~ 0.924],0.66194,0.839286,X-GRADE,008-Trypsin
338,linearRegression,pKd pKi pIC50,kd,13.978021892150824,202.3156870639303,0.8214636012161912,-0.81672,[-0.925 ~ -0.586],0.667031,-0.817857,X-GRADE,008-Trypsin
339,Ridge,delta G,kd,1.037085480312374,1.7844980211571435,1.00236010704729,0.78964,[0.534 ~ 0.913],0.623531,0.814286,X-GRADE,008-Trypsin
340,Ridge,Affinity Data Value,kd,210183.52822673833,58513267230.01257,241734.73437948915,0.82687,[0.606 ~ 0.929],0.683714,0.832143,X-GRADE,008-Trypsin
341,Ridge,pKd pKi pIC50,kd,13.85689941417317,198.46387406434235,0.7353481290053203,-0.789636,[-0.913 ~ -0.534],0.623525,-0.814286,X-GRADE,008-Trypsin
342,Lasso,delta G,kd,1.0651886763776377,1.884826075719687,0.8645395544619286,0.813231,[0.579 ~ 0.923],0.661345,0.792857,X-GRADE,008-Trypsin
343,Lasso,Affinity Data Value,kd,169230.36993591822,46897799479.1936,143566.3115508776,0.878962,[0.715 ~ 0.951],0.772574,0.828571,X-GRADE,008-Trypsin
344,Lasso,pKd pKi pIC50,kd,13.878945135765472,198.74332278361035,0.6470063639091949,-0.812915,[-0.923 ~ -0.579],0.66083,-0.789286,X-GRADE,008-Trypsin
345,ElasticNet,delta G,kd,1.1137629899743984,1.9685109280289268,0.819223233353286,0.795938,[0.546 ~ 0.916],0.633517,0.807143,X-GRADE,008-Trypsin
346,ElasticNet,Affinity Data Value,kd,168092.6854614117,29407253312.67089,33944.04622624425,0.736025,[0.436 ~ 0.889],0.541733,0.775,X-GRADE,008-Trypsin
347,ElasticNet,pKd pKi pIC50,kd,13.88185018178932,198.85621551837505,0.6549672303902894,-0.81174,[-0.923 ~ -0.577],0.658922,-0.789286,X-GRADE,008-Trypsin
348,SVR,delta G,kd,0.9854542367434703,1.5442406122173225,1.0991234988906735,0.81321,[0.579 ~ 0.923],0.661311,0.832143,X-GRADE,008-Trypsin
349,SVR,Affinity Data Value,kd,988.5805828716132,977842.0953808583,24.698246648957436,0.666397,[0.318 ~ 0.856],0.444084,0.778571,X-GRADE,008-Trypsin
350,SVR,pKd pKi pIC50,kd,13.801885240083717,197.6638153119488,0.8562755524181845,-0.839143,[-0.935 ~ -0.631],0.704162,-0.832143,X-GRADE,008-Trypsin
351,DecisionTree,delta G,kd,1.154666666666667,2.152546666666667,2.0638923313863917,0.777958,[0.512 ~ 0.908],0.605218,0.657684,X-GRADE,008-Trypsin
352,DecisionTree,Affinity Data Value,kd,352768.3713333333,335578475497.4035,459493.2669999082,0.629944,[0.26 ~ 0.839],0.39683,0.635189,X-GRADE,008-Trypsin
353,DecisionTree,pKd pKi pIC50,kd,13.851333333333333,201.40760666666665,1.4254761387768728,-0.701073,[-0.873 ~ -0.375],0.491503,-0.586025,X-GRADE,008-Trypsin
354,RandomForest,delta G,kd,1.1278666666666661,1.5243248439999988,1.241341286297472,0.776418,[0.509 ~ 0.907],0.602824,0.7,X-GRADE,008-Trypsin
355,RandomForest,Affinity Data Value,kd,232208.98062062,82788659614.33914,169905.98358042474,0.604807,[0.222 ~ 0.826],0.365792,0.596429,X-GRADE,008-Trypsin
356,RandomForest,pKd pKi pIC50,kd,13.541839999999999,190.81257848266668,0.9108830168578173,-0.835432,[-0.933 ~ -0.624],0.697947,-0.728571,X-GRADE,008-Trypsin
357,XGBoost,delta G,kd,0.833764715830485,1.3350710536639736,2.038694143295288,0.840766,[0.635 ~ 0.935],0.706888,0.739286,X-GRADE,008-Trypsin
358,XGBoost,Affinity Data Value,kd,700544.3096653646,1458583903197.7502,988501.1875,0.504941,[0.081 ~ 0.774],0.254965,0.535714,X-GRADE,008-Trypsin
359,XGBoost,pKd pKi pIC50,kd,13.343063931147258,188.2597821347087,1.377467155456543,-0.878525,[-0.951 ~ -0.714],0.771806,-0.757143,X-GRADE,008-Trypsin
360,linearRegression,delta G,all,1.1932099356122796,2.7889369727715994,0.7731857941439718,0.902855,[0.767 ~ 0.961],0.815148,0.789286,GRADE,008-Trypsin
361,linearRegression,Affinity Data Value,all,143780.92937350678,30503704977.044197,99151.81333449614,0.874596,[0.705 ~ 0.95],0.764918,0.775,GRADE,008-Trypsin
362,linearRegression,pKd pKi pIC50,all,14.386713378189938,212.94526955769572,0.5671187680421907,-0.902859,[-0.961 ~ -0.767],0.815155,-0.789286,GRADE,008-Trypsin
363,Ridge,delta G,all,1.192359057793267,2.7890904263522334,0.7719550907608995,0.902226,[0.765 ~ 0.961],0.814012,0.789286,GRADE,008-Trypsin
364,Ridge,Affinity Data Value,all,144986.38517717915,30713580611.251694,98452.30910755068,0.869381,[0.694 ~ 0.947],0.755823,0.775,GRADE,008-Trypsin
365,Ridge,pKd pKi pIC50,all,14.385341975891969,212.90029388916682,0.5662162217577734,-0.90223,[-0.961 ~ -0.765],0.814019,-0.789286,GRADE,008-Trypsin
366,Lasso,delta G,all,1.1893281877310682,2.7868353769261867,0.7567029541988575,0.900953,[0.763 ~ 0.96],0.811716,0.803571,GRADE,008-Trypsin
367,Lasso,Affinity Data Value,all,149445.49011374897,31473662052.26401,95603.45258400872,0.852124,[0.658 ~ 0.94],0.726115,0.789286,GRADE,008-Trypsin
368,Lasso,pKd pKi pIC50,all,14.372341336957733,212.46817917206462,0.5541777472625745,-0.900782,[-0.96 ~ -0.762],0.811408,-0.803571,GRADE,008-Trypsin
369,ElasticNet,delta G,all,1.190929239935686,2.7885693361021198,0.767441965951945,0.901415,[0.764 ~ 0.961],0.812549,0.803571,GRADE,008-Trypsin
370,ElasticNet,Affinity Data Value,all,155604.6500830227,24970247631.64977,27522.774532305983,0.592888,[0.204 ~ 0.82],0.351516,0.753571,GRADE,008-Trypsin
371,ElasticNet,pKd pKi pIC50,all,14.380653873867809,212.745005682291,0.5621784903426541,-0.901352,[-0.961 ~ -0.763],0.812435,-0.803571,GRADE,008-Trypsin
372,SVR,delta G,all,0.9069886524796715,1.6666060793783957,1.3536426756544706,0.821571,[0.596 ~ 0.927],0.674979,0.821429,GRADE,008-Trypsin
373,SVR,Affinity Data Value,all,382.3385089750307,160049.31265730257,118.8829080737238,0.592401,[0.204 ~ 0.82],0.350939,0.721429,GRADE,008-Trypsin
374,SVR,pKd pKi pIC50,all,14.03621400273614,204.85641091820582,0.9967308949651347,-0.827845,[-0.93 ~ -0.608],0.685328,-0.875,GRADE,008-Trypsin
375,DecisionTree,delta G,all,1.7786666666666666,4.6047199999999995,1.3077012910701995,0.177171,[-0.287 ~ 0.574],0.031389,0.280608,GRADE,008-Trypsin
376,DecisionTree,Affinity Data Value,all,89776.57133333334,32288288398.014206,155655.96205455443,0.540577,[0.129 ~ 0.793],0.292223,0.459197,GRADE,008-Trypsin
377,DecisionTree,pKd pKi pIC50,all,13.672666666666666,192.74367333333333,1.0922934078757818,-0.221271,[-0.604 ~ 0.245],0.048961,-0.325,GRADE,008-Trypsin
378,RandomForest,delta G,all,1.0738799999999993,1.9120983946666643,1.1022656097732924,0.726093,[0.418 ~ 0.884],0.527211,0.667857,GRADE,008-Trypsin
379,RandomForest,Affinity Data Value,all,76715.29786406666,10108933621.985302,64991.32735464936,0.705468,[0.383 ~ 0.875],0.497685,0.360714,GRADE,008-Trypsin
380,RandomForest,pKd pKi pIC50,all,13.815080000000002,197.5463773866667,0.8182429510440843,-0.744973,[-0.893 ~ -0.452],0.554985,-0.635714,GRADE,008-Trypsin
381,XGBoost,delta G,all,0.9723716506958008,1.2130129539849805,1.2876696586608887,0.837674,[0.628 ~ 0.934],0.701698,0.732143,GRADE,008-Trypsin
382,XGBoost,Affinity Data Value,all,149080.3367757162,61358198668.30053,231389.34375,0.173223,[-0.291 ~ 0.572],0.030006,-0.225,GRADE,008-Trypsin
383,XGBoost,pKd pKi pIC50,all,13.65782717514038,194.06114276559043,0.9824030995368958,-0.763562,[-0.901 ~ -0.485],0.583027,-0.582143,GRADE,008-Trypsin
384,linearRegression,delta G,ki,1.2703789674218513,3.0356897349948446,0.7450295021637064,0.861211,[0.677 ~ 0.944],0.741684,0.735714,GRADE,008-Trypsin
385,linearRegression,Affinity Data Value,ki,142584.23993028855,26916598404.54968,81952.23259681386,0.506342,[0.083 ~ 0.775],0.256382,0.542857,GRADE,008-Trypsin
386,linearRegression,pKd pKi pIC50,ki,14.410910049953689,213.46002158183526,0.5464381371329697,-0.86119,[-0.944 ~ -0.677],0.741648,-0.735714,GRADE,008-Trypsin
387,Ridge,delta G,ki,1.2697079673195166,3.032730447627365,0.7423891813532997,0.859598,[0.673 ~ 0.943],0.738908,0.735714,GRADE,008-Trypsin
388,Ridge,Affinity Data Value,ki,143294.4065442138,27187929671.257137,81576.95044025734,0.498732,[0.073 ~ 0.771],0.248734,0.492857,GRADE,008-Trypsin
389,Ridge,pKd pKi pIC50,ki,14.406864815597494,213.33156353868713,0.5445022959725688,-0.859575,[-0.943 ~ -0.673],0.738869,-0.735714,GRADE,008-Trypsin
390,Lasso,delta G,ki,1.274870391214977,3.0279109375134166,0.7246256731929813,0.850332,[0.654 ~ 0.939],0.723064,0.753571,GRADE,008-Trypsin
391,Lasso,Affinity Data Value,ki,157054.9660686895,30218973779.096054,74517.44965329526,0.485731,[0.056 ~ 0.764],0.235935,0.525,GRADE,008-Trypsin
392,Lasso,pKd pKi pIC50,ki,14.397215448313114,213.015180573409,0.5375600000525083,-0.855682,[-0.942 ~ -0.665],0.732191,-0.742857,GRADE,008-Trypsin
393,ElasticNet,delta G,ki,1.2698815334453921,3.028303430164578,0.7341932317939179,0.855145,[0.664 ~ 0.941],0.731272,0.760714,GRADE,008-Trypsin
394,ElasticNet,Affinity Data Value,ki,135080.3743559754,18905260345.210735,25663.306526228047,0.533074,[0.119 ~ 0.789],0.284168,0.675,GRADE,008-Trypsin
395,ElasticNet,pKd pKi pIC50,ki,14.398290375498197,213.05350235686913,0.5391066815290404,-0.855984,[-0.942 ~ -0.666],0.732708,-0.760714,GRADE,008-Trypsin
396,SVR,delta G,ki,1.1625778389112307,3.1645831649797094,1.422419649648823,0.678503,[0.338 ~ 0.862],0.460366,0.803571,GRADE,008-Trypsin
397,SVR,Affinity Data Value,ki,163.47599555455227,29683.018151171145,55.470617188036215,0.5734,[0.176 ~ 0.81],0.328787,0.678571,GRADE,008-Trypsin
398,SVR,pKd pKi pIC50,ki,14.38436921560321,214.5280989701327,1.0746376377241373,-0.674599,[-0.86 ~ -0.331],0.455084,-0.817857,GRADE,008-Trypsin
399,DecisionTree,delta G,ki,1.378,3.6090999999999993,2.487796883455989,0.667842,[0.32 ~ 0.857],0.446013,0.564763,GRADE,008-Trypsin
400,DecisionTree,Affinity Data Value,ki,56137.102,24333580432.92002,145541.999691946,0.478906,[0.047 ~ 0.76],0.229351,0.763865,GRADE,008-Trypsin
401,DecisionTree,pKd pKi pIC50,ki,13.423333333333336,191.38584666666665,1.6796065676884637,-0.728849,[-0.886 ~ -0.423],0.531221,-0.60308,GRADE,008-Trypsin
402,RandomForest,delta G,ki,1.1827733333333335,2.50572751466667,1.3377155747517229,0.670448,[0.325 ~ 0.858],0.449501,0.671429,GRADE,008-Trypsin
403,RandomForest,Affinity Data Value,ki,91993.44220593333,55090791770.52907,215936.07146879815,0.468976,[0.034 ~ 0.755],0.219939,0.560714,GRADE,008-Trypsin
404,RandomForest,pKd pKi pIC50,ki,14.121199999999998,206.35164819999997,0.9044057865066242,-0.704251,[-0.874 ~ -0.381],0.49597,-0.696429,GRADE,008-Trypsin
405,XGBoost,delta G,ki,1.1362184003194173,2.422689980896683,1.5327454805374146,0.629019,[0.259 ~ 0.838],0.395665,0.685714,GRADE,008-Trypsin
406,XGBoost,Affinity Data Value,ki,157380.37960481772,237093473053.37143,465251.40625,0.36331,[-0.094 ~ 0.694],0.131994,0.096429,GRADE,008-Trypsin
407,XGBoost,pKd pKi pIC50,ki,13.69595259475708,195.15193513132272,1.0268415212631226,-0.720018,[-0.882 ~ -0.408],0.518427,-0.710714,GRADE,008-Trypsin
408,linearRegression,delta G,kd,1.1244679491180851,2.213917330771991,0.7372244654692985,0.919856,[0.805 ~ 0.968],0.846135,0.8,GRADE,008-Trypsin
409,linearRegression,Affinity Data Value,kd,144611.6591433056,32668930849.844467,134170.7909519697,0.917217,[0.799 ~ 0.967],0.841287,0.864286,GRADE,008-Trypsin
410,linearRegression,pKd pKi pIC50,kd,14.15109701173845,206.1360841798556,0.5407488285775722,-0.919903,[-0.968 ~ -0.805],0.846221,-0.8,GRADE,008-Trypsin
411,Ridge,delta G,kd,1.1258182100791383,2.2174291194453346,0.7347765050737303,0.919199,[0.804 ~ 0.968],0.844926,0.8,GRADE,008-Trypsin
412,Ridge,Affinity Data Value,kd,143686.72272317985,32439135657.654957,130801.20939455496,0.913807,[0.791 ~ 0.966],0.835043,0.853571,GRADE,008-Trypsin
413,Ridge,pKd pKi pIC50,kd,14.149483458125143,206.08078241286339,0.538952937303999,-0.919246,[-0.968 ~ -0.804],0.845012,-0.8,GRADE,008-Trypsin
414,Lasso,delta G,kd,1.131091897592622,2.2333175729781565,0.7180976030660672,0.918527,[0.802 ~ 0.968],0.843692,0.792857,GRADE,008-Trypsin
415,Lasso,Affinity Data Value,kd,140004.21908942863,31233498376.56412,124298.3166412785,0.910645,[0.784 ~ 0.964],0.829275,0.853571,GRADE,008-Trypsin
416,Lasso,pKd pKi pIC50,kd,14.134856590978728,205.582015715288,0.5210858584992791,-0.9177,[-0.967 ~ -0.8],0.842173,-0.807143,GRADE,008-Trypsin
417,ElasticNet,delta G,kd,1.1332483837314884,2.237866322203873,0.7169334892408388,0.916375,[0.797 ~ 0.967],0.839743,0.807143,GRADE,008-Trypsin
418,ElasticNet,Affinity Data Value,kd,174120.025329533,31151839906.72339,28881.244381141547,0.627957,[0.257 ~ 0.838],0.39433,0.792857,GRADE,008-Trypsin
419,ElasticNet,pKd pKi pIC50,kd,14.136517741901079,205.64113656462072,0.5243156440329632,-0.916412,[-0.967 ~ -0.797],0.83981,-0.807143,GRADE,008-Trypsin
420,SVR,delta G,kd,0.8676795793016148,1.0889073853438689,1.192145510540006,0.886638,[0.731 ~ 0.955],0.786127,0.814286,GRADE,008-Trypsin
421,SVR,Affinity Data Value,kd,986.2350752068367,975710.0042757193,56.388994994609575,0.614738,[0.237 ~ 0.831],0.377903,0.707143,GRADE,008-Trypsin
422,SVR,pKd pKi pIC50,kd,13.68774044569748,194.81933863373737,0.8799395521234632,-0.891277,[-0.956 ~ -0.741],0.794375,-0.796429,GRADE,008-Trypsin
423,DecisionTree,delta G,kd,1.6593333333333333,5.588793333333332,2.1285659230779976,0.321597,[-0.14 ~ 0.669],0.103425,0.095068,GRADE,008-Trypsin
424,DecisionTree,Affinity Data Value,kd,8880.771333333332,291517136.08087337,14582.88682539305,0.206493,[-0.259 ~ 0.594],0.042639,0.388148,GRADE,008-Trypsin
425,DecisionTree,pKd pKi pIC50,kd,13.167333333333335,181.33043333333333,1.7268293359668048,-0.194453,[-0.586 ~ 0.271],0.037812,-0.066428,GRADE,008-Trypsin
426,RandomForest,delta G,kd,1.1303799999999993,1.8779300593333301,1.0083718444216005,0.737854,[0.439 ~ 0.89],0.544429,0.660714,GRADE,008-Trypsin
427,RandomForest,Affinity Data Value,kd,119302.57015573334,24041608759.118633,99039.31000663077,0.735216,[0.434 ~ 0.889],0.540542,0.546429,GRADE,008-Trypsin
428,RandomForest,pKd pKi pIC50,kd,13.58582,191.04016373000002,0.7472022780122309,-0.776366,[-0.907 ~ -0.509],0.602745,-0.775,GRADE,008-Trypsin
429,XGBoost,delta G,kd,1.0638342946370443,1.5241817632558248,1.5868549346923828,0.774698,[0.506 ~ 0.906],0.600157,0.610714,GRADE,008-Trypsin
430,XGBoost,Affinity Data Value,kd,216876.43604166666,77812474136.06319,199814.5625,0.312394,[-0.15 ~ 0.663],0.09759,0.139286,GRADE,008-Trypsin
431,XGBoost,pKd pKi pIC50,kd,13.65369439570109,195.21234395084824,1.1829328536987305,-0.81694,[-0.925 ~ -0.587],0.66739,-0.775,GRADE,008-Trypsin
432,linearRegression,delta G,all,3.295004674183024,12.131513853319184,0.49017136198254635,0.095241,[-0.482 ~ 0.615],0.009071,0.054545,X-GRADE,001-CA2
433,linearRegression,Affinity Data Value,all,142837.82758340164,24576632547.42993,64607.02394912408,0.581399,[0.043 ~ 0.858],0.338025,0.478788,X-GRADE,001-CA2
434,linearRegression,pKd pKi pIC50,all,15.433181312746314,239.51283766799534,0.3500860991592216,-0.098718,[-0.617 ~ 0.48],0.009745,-0.018182,X-GRADE,001-CA2
435,Ridge,delta G,all,3.280343917013319,12.00781754680143,0.46324047934903806,0.10242,[-0.477 ~ 0.62],0.01049,0.018182,X-GRADE,001-CA2
436,Ridge,Affinity Data Value,all,149865.4984954177,26734882754.512184,65385.77490568886,0.606507,[0.081 ~ 0.868],0.36785,0.6,X-GRADE,001-CA2
437,Ridge,pKd pKi pIC50,all,15.414005255017775,238.91461757659962,0.3398243744761765,-0.102234,[-0.62 ~ 0.477],0.010452,-0.018182,X-GRADE,001-CA2
438,Lasso,delta G,all,2.8262406593066216,9.13904518927151,0.3909710461539353,0.162214,[-0.428 ~ 0.656],0.026313,0.042424,X-GRADE,001-CA2
439,Lasso,Affinity Data Value,all,282509.0628651842,82043966827.47073,47250.845447428845,0.458872,[-0.125 ~ 0.807],0.210564,0.333333,X-GRADE,001-CA2
440,Lasso,pKd pKi pIC50,all,15.746746473089889,249.27486668249497,0.2867561879906983,-0.162151,[-0.656 ~ 0.429],0.026293,-0.042424,X-GRADE,001-CA2
441,ElasticNet,delta G,all,3.122653440491368,10.96261452629351,0.4346227906365085,0.119771,[-0.463 ~ 0.63],0.014345,0.054545,X-GRADE,001-CA2
442,ElasticNet,Affinity Data Value,all,155505.2656282336,24415721172.449493,15292.160120427146,0.510634,[-0.058 ~ 0.829],0.260747,0.224242,X-GRADE,001-CA2
443,ElasticNet,pKd pKi pIC50,all,15.786671395941543,250.53836288743219,0.28462543903536053,-0.172843,[-0.662 ~ 0.42],0.029875,-0.042424,X-GRADE,001-CA2
444,SVR,delta G,all,1.4268983232619006,2.6934411881202096,0.4581249604587048,0.554451,[0.003 ~ 0.847],0.307416,0.478788,X-GRADE,001-CA2
445,SVR,Affinity Data Value,all,348.4774769412638,121853.59644286758,20.90179350762845,0.471237,[-0.11 ~ 0.812],0.222064,0.2,X-GRADE,001-CA2
446,SVR,pKd pKi pIC50,all,16.766898501049816,282.7840093686361,0.3302258563001186,-0.586579,[-0.86 ~ -0.051],0.344075,-0.612121,X-GRADE,001-CA2
447,DecisionTree,delta G,all,2.255,8.02667,1.528679495512385,-0.002003,[-0.554 ~ 0.551],4e-06,-0.110782,X-GRADE,001-CA2
448,DecisionTree,Affinity Data Value,all,150068.96,225002615159.812,449980.44,0.494659,[-0.079 ~ 0.822],0.244688,0.522233,X-GRADE,001-CA2
449,DecisionTree,pKd pKi pIC50,all,16.393,271.17524999999995,1.2084208703924308,0.057935,[-0.511 ~ 0.591],0.003356,0.073398,X-GRADE,001-CA2
450,RandomForest,delta G,all,2.628709999999999,7.995413904999998,0.4414331669686817,0.258689,[-0.343 ~ 0.71],0.06692,0.187879,X-GRADE,001-CA2
451,RandomForest,Affinity Data Value,all,231084.6503892,401110464453.8822,589670.2221855243,0.49546,[-0.078 ~ 0.823],0.245481,0.212121,X-GRADE,001-CA2
452,RandomForest,pKd pKi pIC50,all,15.953340000000003,255.78494062800004,0.2478101539485422,-0.15326,[-0.651 ~ 0.436],0.023489,0.030303,X-GRADE,001-CA2
453,XGBoost,delta G,all,3.0853944587707516,10.826064776754821,0.8019985556602478,0.275442,[-0.327 ~ 0.718],0.075868,0.272727,X-GRADE,001-CA2
454,XGBoost,Affinity Data Value,all,104650.0568359375,15456994487.84812,110307.09375,0.178207,[-0.415 ~ 0.665],0.031758,0.175758,X-GRADE,001-CA2
455,XGBoost,pKd pKi pIC50,all,16.146208028793332,262.28012985147416,0.40052545070648193,-0.335421,[-0.749 ~ 0.266],0.112507,-0.139394,X-GRADE,001-CA2
456,linearRegression,delta G,ki,3.345592128822863,12.363228918066664,0.4351601077959762,0.164814,[-0.426 ~ 0.657],0.027164,0.090909,X-GRADE,001-CA2
457,linearRegression,Affinity Data Value,ki,215665.38949493977,52101127284.22798,74763.97967492034,0.537675,[-0.021 ~ 0.84],0.289095,0.587879,X-GRADE,001-CA2
458,linearRegression,pKd pKi pIC50,ki,15.37167229291428,237.63596017119025,0.31997101258058536,-0.163895,[-0.657 ~ 0.427],0.026861,-0.090909,X-GRADE,001-CA2
459,Ridge,delta G,ki,3.316277681196843,12.15819898520165,0.40851962809461895,0.160922,[-0.43 ~ 0.655],0.025896,0.066667,X-GRADE,001-CA2
460,Ridge,Affinity Data Value,ki,205563.82903220574,47110613232.89382,69672.16652240713,0.575371,[0.034 ~ 0.856],0.331052,0.672727,X-GRADE,001-CA2
461,Ridge,pKd pKi pIC50,ki,15.38656397965787,238.0719137462391,0.29980581079295854,-0.159896,[-0.654 ~ 0.43],0.025567,-0.066667,X-GRADE,001-CA2
462,Lasso,delta G,ki,2.7423468373064845,8.665814598841555,0.3865497506117378,0.167256,[-0.424 ~ 0.659],0.027975,0.054545,X-GRADE,001-CA2
463,Lasso,Affinity Data Value,ki,198217.1399269985,40074114126.16191,28001.957587668963,0.504204,[-0.067 ~ 0.826],0.254222,0.321212,X-GRADE,001-CA2
464,Lasso,pKd pKi pIC50,ki,15.770226086257168,250.0224457406313,0.288281418198454,-0.1722,[-0.662 ~ 0.42],0.029653,-0.054545,X-GRADE,001-CA2
465,ElasticNet,delta G,ki,2.707248487919178,8.45137183757737,0.3806641914902159,0.192856,[-0.402 ~ 0.673],0.037194,0.115152,X-GRADE,001-CA2
466,ElasticNet,Affinity Data Value,ki,119895.26698080024,14596303929.447617,14881.054830599916,0.533609,[-0.027 ~ 0.839],0.284739,0.333333,X-GRADE,001-CA2
467,ElasticNet,pKd pKi pIC50,ki,15.811834521908168,251.3392750477504,0.28161684808300036,-0.187194,[-0.67 ~ 0.407],0.035041,-0.042424,X-GRADE,001-CA2
468,SVR,delta G,ki,1.3162178233298671,2.4294476622389736,0.4507703846105245,0.493432,[-0.081 ~ 0.822],0.243475,0.418182,X-GRADE,001-CA2
469,SVR,Affinity Data Value,ki,114.58415042980096,13250.222024525876,11.40226835848578,0.430427,[-0.16 ~ 0.794],0.185267,0.151515,X-GRADE,001-CA2
470,SVR,pKd pKi pIC50,ki,16.834671470985633,285.0182168158033,0.3251922540438991,-0.538224,[-0.841 ~ 0.02],0.289685,-0.515152,X-GRADE,001-CA2
471,DecisionTree,delta G,ki,1.9240000000000002,5.582540000000002,1.5301646970179386,0.489278,[-0.086 ~ 0.82],0.239393,0.523139,X-GRADE,001-CA2
472,DecisionTree,Affinity Data Value,ki,6197.33,253277216.31099996,14659.021635242236,0.53177,[-0.029 ~ 0.838],0.282779,0.583497,X-GRADE,001-CA2
473,DecisionTree,pKd pKi pIC50,ki,14.968,225.91328000000004,0.7243866370937554,-0.138682,[-0.642 ~ 0.448],0.019233,-0.076277,X-GRADE,001-CA2
474,RandomForest,delta G,ki,2.3013800000000018,6.129890564000007,0.29403649365342477,0.617316,[0.099 ~ 0.872],0.381079,0.563636,X-GRADE,001-CA2
475,RandomForest,Affinity Data Value,ki,67246.52825,34708244889.65265,173742.1390861536,0.490764,[-0.084 ~ 0.821],0.240849,0.054545,X-GRADE,001-CA2
476,RandomForest,pKd pKi pIC50,ki,16.07997,259.88327482700004,0.2962850419781605,-0.152881,[-0.65 ~ 0.436],0.023373,-0.115152,X-GRADE,001-CA2
477,XGBoost,delta G,ki,2.532223443984985,7.922628031454002,0.8239095211029053,0.172108,[-0.42 ~ 0.662],0.029621,0.018182,X-GRADE,001-CA2
478,XGBoost,Affinity Data Value,ki,24276.02398925781,1149065852.9966702,32013.2109375,0.099287,[-0.479 ~ 0.618],0.009858,-0.175758,X-GRADE,001-CA2
479,XGBoost,pKd pKi pIC50,ki,15.764073066711424,250.02654486045822,0.4818030595779419,-0.150894,[-0.649 ~ 0.438],0.022769,-0.127273,X-GRADE,001-CA2
480,linearRegression,delta G,kd,2.803446614585568,9.079756598348503,0.5008107972570387,0.153753,[-0.436 ~ 0.651],0.02364,0.163636,X-GRADE,001-CA2
481,linearRegression,Affinity Data Value,kd,111124.27372756095,17411454907.264484,115989.35217475759,0.364379,[-0.235 ~ 0.763],0.132772,0.29697,X-GRADE,001-CA2
482,linearRegression,pKd pKi pIC50,kd,15.759994404138212,249.7617041897889,0.36475905949176385,-0.151446,[-0.649 ~ 0.437],0.022936,-0.163636,X-GRADE,001-CA2
483,Ridge,delta G,kd,2.6039577737333377,7.946793398374896,0.44963245164172866,0.177107,[-0.416 ~ 0.664],0.031367,0.127273,X-GRADE,001-CA2
484,Ridge,Affinity Data Value,kd,103366.49475009472,15176242329.883198,108399.0744793444,0.382551,[-0.215 ~ 0.772],0.146345,0.442424,X-GRADE,001-CA2
485,Ridge,pKd pKi pIC50,kd,15.911066646797362,254.52894323223956,0.3297096342270236,-0.177461,[-0.665 ~ 0.416],0.031492,-0.127273,X-GRADE,001-CA2
486,Lasso,delta G,kd,2.4195085258621303,6.9147158619134625,0.3900173495959386,0.270942,[-0.331 ~ 0.716],0.073409,0.163636,X-GRADE,001-CA2
487,Lasso,Affinity Data Value,kd,250985.61495843186,68023733628.390465,70922.62039941747,0.419624,[-0.173 ~ 0.789],0.176084,0.490909,X-GRADE,001-CA2
488,Lasso,pKd pKi pIC50,kd,16.017571223229062,257.92152678749125,0.2586889732402282,-0.287587,[-0.725 ~ 0.315],0.082706,-0.139394,X-GRADE,001-CA2
489,ElasticNet,delta G,kd,2.3529972317157206,6.566712184406197,0.3266781635372181,0.302174,[-0.3 ~ 0.732],0.091309,0.151515,X-GRADE,001-CA2
