,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
13779,linearRegression,delta G,kd,4673.580927768686,22792450.90479906,3.2015854522768348,-0.599309,[-0.658 ~ -0.533],-23.084618,final RFECV ElasticNet
13780,linearRegression,delta G,kd,7415.493527817181,1401536579.914744,36857.54254172485,-0.05353,[-0.15 ~ 0.044],-1479.993585,final RFECV DecisionTree
13781,linearRegression,delta G,kd,4721.745098030489,23331635.632627916,420.0011068980509,0.105232,[0.008 ~ 0.201],-23.654371,final RFECV RandomForest
13782,linearRegression,delta G,kd,4672.63391310845,22783487.381622955,3.361758944710426,-0.55339,[-0.618 ~ -0.482],-23.075147,final RFECV XGBoost
13783,Ridge,delta G,kd,4672.60952113609,22783186.365661126,6.570226312077392,-0.274942,[-0.363 ~ -0.182],-23.074829,final RFECV linearRegression
13784,Ridge,delta G,kd,4672.59425641231,22783684.326059207,3.7798181046575126,-0.568952,[-0.632 ~ -0.499],-23.075355,final RFECV Ridge
13785,Ridge,delta G,kd,4673.476711315109,22791523.358971756,3.25218767579493,-0.597292,[-0.657 ~ -0.531],-23.083638,final RFECV Lasso
13786,Ridge,delta G,kd,4673.563166463643,22792267.58609959,3.185061461471696,-0.599643,[-0.659 ~ -0.533],-23.084425,final RFECV ElasticNet
13787,Ridge,delta G,kd,4673.0652631378625,22787875.783096474,6.31972024045892,-0.321091,[-0.406 ~ -0.231],-23.079784,final RFECV DecisionTree
13788,Ridge,delta G,kd,4673.218721129406,22789455.565265115,4.402958783474586,-0.480259,[-0.552 ~ -0.401],-23.081453,final RFECV RandomForest
13789,Ridge,delta G,kd,4672.642276859471,22783514.36635374,3.301769161847982,-0.55554,[-0.62 ~ -0.484],-23.075175,final RFECV XGBoost
13790,Lasso,delta G,kd,4673.0754350934285,22787592.412123073,3.298000681966648,-0.560834,[-0.624 ~ -0.49],-23.079484,final RFECV linearRegression
13791,Lasso,delta G,kd,4672.602856842697,22783749.034731876,3.7580216585106427,-0.570132,[-0.633 ~ -0.5],-23.075423,final RFECV Ridge
13792,Lasso,delta G,kd,4673.42119339368,22790988.9429299,3.234886139256639,-0.598043,[-0.657 ~ -0.531],-23.083073,final RFECV Lasso
13793,Lasso,delta G,kd,4673.540990891868,22792061.35372526,3.1838038969958475,-0.60005,[-0.659 ~ -0.534],-23.084207,final RFECV ElasticNet
13794,Lasso,delta G,kd,4673.323876065838,22790169.718343105,4.128803661434443,-0.478993,[-0.551 ~ -0.4],-23.082208,final RFECV DecisionTree
13795,Lasso,delta G,kd,4673.054535644267,22787412.12770438,3.2347503889523908,-0.574257,[-0.636 ~ -0.505],-23.079294,final RFECV RandomForest
13796,Lasso,delta G,kd,4672.568124021241,22782777.212634504,3.1377520035735116,-0.577516,[-0.639 ~ -0.509],-23.074396,final RFECV XGBoost
13797,ElasticNet,delta G,kd,4673.004612091904,22786828.827121314,5.404849556120295,-0.330805,[-0.415 ~ -0.241],-23.078678,final RFECV linearRegression
13798,ElasticNet,delta G,kd,4672.608670006214,22783799.301176853,3.75065484516443,-0.570703,[-0.633 ~ -0.501],-23.075476,final RFECV Ridge
13799,ElasticNet,delta G,kd,4673.424621826469,22791001.07848065,3.2232475552003867,-0.597039,[-0.656 ~ -0.53],-23.083086,final RFECV Lasso
13800,ElasticNet,delta G,kd,4673.517195840483,22791808.662109133,3.1561321067444017,-0.600409,[-0.659 ~ -0.534],-23.08394,final RFECV ElasticNet
13801,ElasticNet,delta G,kd,4673.329495578227,22790066.896622635,4.182906066549432,-0.453654,[-0.528 ~ -0.373],-23.082099,final RFECV DecisionTree
13802,ElasticNet,delta G,kd,4673.536061581407,22791952.997962672,3.6332617307375097,-0.516576,[-0.585 ~ -0.441],-23.084092,final RFECV RandomForest
13803,ElasticNet,delta G,kd,4672.593919128969,22782920.335535724,3.096107035250647,-0.569069,[-0.632 ~ -0.499],-23.074547,final RFECV XGBoost
13804,SVR,delta G,kd,4673.3052125101485,22789239.765829735,3.1340505307429205,-0.508309,[-0.577 ~ -0.432],-23.081225,final RFECV linearRegression
13805,SVR,delta G,kd,4673.684773774829,22792290.401387498,2.4993633794409473,-0.535894,[-0.602 ~ -0.462],-23.084449,final RFECV Ridge
13806,SVR,delta G,kd,4673.479866550585,22791436.044308115,3.0748298795852635,-0.612407,[-0.67 ~ -0.548],-23.083546,final RFECV Lasso
13807,SVR,delta G,kd,4674.0015001146985,22796141.441582836,3.0098366772798735,-0.596572,[-0.656 ~ -0.53],-23.088518,final RFECV ElasticNet
13808,SVR,delta G,kd,4672.987031043939,22785915.779331543,3.0935637158375178,-0.456824,[-0.531 ~ -0.376],-23.077713,final RFECV DecisionTree
13809,SVR,delta G,kd,4673.01804642055,22786189.691878468,3.071531009555868,-0.457454,[-0.531 ~ -0.377],-23.078002,final RFECV RandomForest
13810,SVR,delta G,kd,4672.6445563616735,22783049.332953375,2.9388275672407773,-0.539489,[-0.605 ~ -0.466],-23.074684,final RFECV XGBoost
13811,DecisionTree,delta G,kd,4674.4339469139895,22801220.940884743,8.506127213174802,-0.269917,[-0.358 ~ -0.177],-23.093886,final RFECV linearRegression
13812,DecisionTree,delta G,kd,4675.041438472652,22803310.579434603,9.447441411444975,-0.046789,[-0.144 ~ 0.051],-23.096094,final RFECV Ridge
13813,DecisionTree,delta G,kd,4673.836740654487,22794875.035787452,9.503297874202081,-0.199354,[-0.291 ~ -0.104],-23.08718,final RFECV Lasso
13814,DecisionTree,delta G,kd,4674.236014493499,22799036.908357583,9.950986086191412,-0.212116,[-0.303 ~ -0.117],-23.091578,final RFECV ElasticNet
13815,DecisionTree,delta G,kd,4672.049518204537,22780328.093557686,9.232246239080277,-0.325531,[-0.41 ~ -0.235],-23.071808,final RFECV DecisionTree
13816,DecisionTree,delta G,kd,4672.2111317028475,22782098.61983215,9.06958832930832,-0.346293,[-0.429 ~ -0.257],-23.073679,final RFECV RandomForest
13817,DecisionTree,delta G,kd,4672.426882510511,22781827.349139847,10.139056356279712,-0.192771,[-0.285 ~ -0.097],-23.073392,final RFECV XGBoost
13818,RandomForest,delta G,kd,4673.265194484671,22790210.108876105,3.711621202625877,-0.614829,[-0.672 ~ -0.55],-23.08225,final RFECV linearRegression
13819,RandomForest,delta G,kd,4674.765365017462,22803358.331976485,4.187243442539147,-0.437074,[-0.513 ~ -0.355],-23.096144,final RFECV Ridge
13820,RandomForest,delta G,kd,4674.1265864451725,22798532.914362695,4.225977684239457,-0.572464,[-0.635 ~ -0.503],-23.091045,final RFECV Lasso
13821,RandomForest,delta G,kd,4673.746894027486,22795029.110441055,4.4650937905554136,-0.546807,[-0.612 ~ -0.475],-23.087343,final RFECV ElasticNet
13822,RandomForest,delta G,kd,4673.152005354852,22789262.89346901,3.751024154873642,-0.623498,[-0.68 ~ -0.56],-23.08125,final RFECV DecisionTree
13823,RandomForest,delta G,kd,4673.297720735603,22790795.471691478,3.9134361871005447,-0.619872,[-0.677 ~ -0.556],-23.082869,final RFECV RandomForest
13824,RandomForest,delta G,kd,4673.08077328936,22789072.696342494,4.261112688278739,-0.605729,[-0.664 ~ -0.54],-23.081049,final RFECV XGBoost
13825,XGBoost,delta G,kd,4673.540130776255,22792295.0557982,5.709121227264404,-0.354371,[-0.437 ~ -0.266],-23.084454,final RFECV linearRegression
13826,XGBoost,delta G,kd,4675.213816847283,22808454.562256213,7.423503875732422,-0.306466,[-0.392 ~ -0.215],-23.101529,final RFECV Ridge
13827,XGBoost,delta G,kd,4674.243423337668,22799225.5238598,6.152514934539795,-0.358154,[-0.44 ~ -0.27],-23.091777,final RFECV Lasso
13828,XGBoost,delta G,kd,4675.055442517666,22806736.569964033,5.865419387817383,-0.368909,[-0.45 ~ -0.281],-23.099714,final RFECV ElasticNet
13829,XGBoost,delta G,kd,4673.748343272359,22795696.1425353,6.152196407318115,-0.449956,[-0.525 ~ -0.369],-23.088048,final RFECV DecisionTree
13830,XGBoost,delta G,kd,4673.931047125431,22797610.555332538,6.204534530639648,-0.463217,[-0.537 ~ -0.383],-23.09007,final RFECV RandomForest
13831,XGBoost,delta G,kd,4674.337968674442,22800903.068176333,6.162041187286377,-0.423791,[-0.501 ~ -0.34],-23.09355,final RFECV XGBoost
13832,linearRegression,delta G,kd,5279968.148098366,7305042237051959.0,85306792.56553999,-0.082528,[-0.179 ~ 0.015],-7719185390.021141,GAP RFECV linearRegression
13833,linearRegression,delta G,kd,4672.780740068123,22785597.035062294,3.614140555866886,-0.619377,[-0.676 ~ -0.555],-23.077376,GAP RFECV Ridge
13834,linearRegression,delta G,kd,4673.069278335402,22787918.348008707,3.533028831199155,-0.57908,[-0.641 ~ -0.51],-23.079829,GAP RFECV Lasso
13835,linearRegression,delta G,kd,4673.4156513880835,22791277.163018998,3.3796105397964875,-0.623998,[-0.68 ~ -0.561],-23.083378,GAP RFECV ElasticNet
13836,linearRegression,delta G,kd,4701.175525925028,23055705.637959827,236.0825429125519,0.103259,[0.006 ~ 0.199],-23.362798,GAP RFECV DecisionTree
13837,linearRegression,delta G,kd,4672.943344444291,22787076.17246118,3.8714937694897427,-0.57257,[-0.635 ~ -0.503],-23.078939,GAP RFECV RandomForest
13838,linearRegression,delta G,kd,4673.371682306713,22791100.57878622,3.8888319698460885,-0.572778,[-0.635 ~ -0.503],-23.083191,GAP RFECV XGBoost
13839,Ridge,delta G,kd,4673.126612361985,22788097.42983175,9.814024658852023,-0.185392,[-0.278 ~ -0.089],-23.080018,GAP RFECV linearRegression
13840,Ridge,delta G,kd,4672.7801495036,22785587.68438546,3.5944608781684644,-0.62224,[-0.679 ~ -0.559],-23.077366,GAP RFECV Ridge
13841,Ridge,delta G,kd,4673.056017414652,22787773.20958741,3.511518259399372,-0.579546,[-0.641 ~ -0.511],-23.079675,GAP RFECV Lasso
13842,Ridge,delta G,kd,4673.408230871421,22791194.847142205,3.3618540284206526,-0.625331,[-0.681 ~ -0.562],-23.083291,GAP RFECV ElasticNet
13843,Ridge,delta G,kd,4673.601570468038,22792844.80152776,4.169435769045417,-0.484083,[-0.555 ~ -0.406],-23.085035,GAP RFECV DecisionTree
13844,Ridge,delta G,kd,4673.048447489172,22788061.44920147,3.726312178682608,-0.595441,[-0.655 ~ -0.529],-23.07998,GAP RFECV RandomForest
13845,Ridge,delta G,kd,4673.444673763381,22791726.84413936,3.776621682564549,-0.582296,[-0.643 ~ -0.514],-23.083853,GAP RFECV XGBoost
13846,Lasso,delta G,kd,4673.363563683077,22790394.35137337,6.275905612285916,-0.301308,[-0.388 ~ -0.21],-23.082445,GAP RFECV linearRegression
13847,Lasso,delta G,kd,4672.78136152353,22785595.20134298,3.5682512338317127,-0.626289,[-0.682 ~ -0.563],-23.077374,GAP RFECV Ridge
13848,Lasso,delta G,kd,4673.06135174786,22787839.415070444,3.5235975557358006,-0.579932,[-0.641 ~ -0.511],-23.079745,GAP RFECV Lasso
13849,Lasso,delta G,kd,4673.410974985442,22791228.563693892,3.3737699466421867,-0.624339,[-0.68 ~ -0.561],-23.083327,GAP RFECV ElasticNet
13850,Lasso,delta G,kd,4673.913971794951,22795485.449422333,3.6893175925216783,-0.508663,[-0.578 ~ -0.433],-23.087825,GAP RFECV DecisionTree
13851,Lasso,delta G,kd,4673.358434376575,22790852.261616495,3.403480227371277,-0.636193,[-0.691 ~ -0.574],-23.082929,GAP RFECV RandomForest
13852,Lasso,delta G,kd,4673.36564172128,22790602.861517113,3.259853652226162,-0.61443,[-0.672 ~ -0.55],-23.082666,GAP RFECV XGBoost
13853,ElasticNet,delta G,kd,4673.099080684817,22787615.998222586,9.13816784709738,-0.187219,[-0.28 ~ -0.091],-23.079509,GAP RFECV linearRegression
13854,ElasticNet,delta G,kd,4672.778203858885,22785558.42367558,3.5438132654592187,-0.629579,[-0.685 ~ -0.567],-23.077335,GAP RFECV Ridge
13855,ElasticNet,delta G,kd,4673.039313349012,22787602.939355373,3.4901498406160916,-0.581032,[-0.642 ~ -0.512],-23.079496,GAP RFECV Lasso
13856,ElasticNet,delta G,kd,4673.403575743788,22791146.811762646,3.3569964029244024,-0.625548,[-0.682 ~ -0.562],-23.08324,GAP RFECV ElasticNet
13857,ElasticNet,delta G,kd,4673.899794183639,22795259.710100006,3.648239875036367,-0.501301,[-0.571 ~ -0.424],-23.087586,GAP RFECV DecisionTree
13858,ElasticNet,delta G,kd,4673.1414437707335,22788901.374377437,3.6355697673562415,-0.606265,[-0.665 ~ -0.541],-23.080868,GAP RFECV RandomForest
13859,ElasticNet,delta G,kd,4673.590218097369,22792673.325983915,3.34148828943022,-0.594931,[-0.655 ~ -0.528],-23.084853,GAP RFECV XGBoost
13860,SVR,delta G,kd,4672.993556565754,22786306.668540765,3.230245651211559,-0.489849,[-0.561 ~ -0.412],-23.078126,GAP RFECV linearRegression
13861,SVR,delta G,kd,4673.0761839257475,22788034.03943472,3.0034155535014877,-0.690539,[-0.738 ~ -0.636],-23.079951,GAP RFECV Ridge
13862,SVR,delta G,kd,4673.177495090091,22788820.51995688,3.3113260417055077,-0.601129,[-0.66 ~ -0.535],-23.080782,GAP RFECV Lasso
13863,SVR,delta G,kd,4673.87654889427,22796113.5805465,3.53947441414032,-0.672366,[-0.723 ~ -0.615],-23.088489,GAP RFECV ElasticNet
13864,SVR,delta G,kd,4673.1109166278075,22787272.016418196,3.175102556874372,-0.477125,[-0.549 ~ -0.398],-23.079146,GAP RFECV DecisionTree
13865,SVR,delta G,kd,4673.308570116824,22790434.19571649,3.448321458710911,-0.635028,[-0.69 ~ -0.573],-23.082487,GAP RFECV RandomForest
13866,SVR,delta G,kd,4673.120156974195,22787461.79745026,3.098524634959445,-0.506151,[-0.575 ~ -0.43],-23.079346,GAP RFECV XGBoost
13867,DecisionTree,delta G,kd,4673.045042345554,22789283.296785977,9.949877331290242,-0.283362,[-0.371 ~ -0.191],-23.081271,GAP RFECV linearRegression
13868,DecisionTree,delta G,kd,4673.029188931351,22785026.75149959,9.351055264018603,-0.076327,[-0.173 ~ 0.021],-23.076773,GAP RFECV Ridge
13869,DecisionTree,delta G,kd,4674.643105235295,22803982.780523635,10.076556498429277,-0.267494,[-0.356 ~ -0.174],-23.096804,GAP RFECV Lasso
13870,DecisionTree,delta G,kd,4675.504107928469,22811658.411103263,9.882778623533424,-0.253444,[-0.343 ~ -0.16],-23.104915,GAP RFECV ElasticNet
13871,DecisionTree,delta G,kd,4672.895221557431,22787869.553828627,9.775189101659901,-0.287895,[-0.375 ~ -0.196],-23.079777,GAP RFECV DecisionTree
13872,DecisionTree,delta G,kd,4673.769231431382,22796740.32863659,10.669329648115218,-0.296691,[-0.383 ~ -0.205],-23.089151,GAP RFECV RandomForest
13873,DecisionTree,delta G,kd,4674.171127431496,22801097.948462225,10.773025647323776,-0.322389,[-0.407 ~ -0.232],-23.093756,GAP RFECV XGBoost
13874,RandomForest,delta G,kd,4673.868639099442,22796627.497812055,4.040821817595207,-0.663235,[-0.715 ~ -0.605],-23.089032,GAP RFECV linearRegression
13875,RandomForest,delta G,kd,4673.700542613972,22793751.302394446,4.026433518457994,-0.499048,[-0.569 ~ -0.422],-23.085992,GAP RFECV Ridge
13876,RandomForest,delta G,kd,4674.346324993494,22800191.13371989,3.951364477615276,-0.561031,[-0.624 ~ -0.49],-23.092797,GAP RFECV Lasso
13877,RandomForest,delta G,kd,4674.292444177913,22799520.800415944,3.7482090326557276,-0.568806,[-0.631 ~ -0.499],-23.092089,GAP RFECV ElasticNet
13878,RandomForest,delta G,kd,4673.650449003604,22794199.47039774,4.029786730230237,-0.615513,[-0.673 ~ -0.551],-23.086466,GAP RFECV DecisionTree
13879,RandomForest,delta G,kd,4673.551766702807,22793250.281967852,3.9452292925644366,-0.625303,[-0.681 ~ -0.562],-23.085463,GAP RFECV RandomForest
13880,RandomForest,delta G,kd,4673.979221786328,22797035.916815527,3.8757564405751768,-0.608733,[-0.667 ~ -0.543],-23.089463,GAP RFECV XGBoost
13881,XGBoost,delta G,kd,4675.27992440816,22809515.243647616,5.567863464355469,-0.451682,[-0.526 ~ -0.37],-23.10265,GAP RFECV linearRegression
13882,XGBoost,delta G,kd,4674.551951745084,22802716.345974676,6.953585624694824,-0.360944,[-0.443 ~ -0.273],-23.095466,GAP RFECV Ridge
13883,XGBoost,delta G,kd,4674.571058183368,22802114.255350064,5.842833042144775,-0.362133,[-0.444 ~ -0.274],-23.09483,GAP RFECV Lasso
13884,XGBoost,delta G,kd,4674.369829537977,22800532.768187847,6.134350776672363,-0.36975,[-0.451 ~ -0.282],-23.093158,GAP RFECV ElasticNet
13885,XGBoost,delta G,kd,4675.381757703146,22809790.292330667,5.464130878448486,-0.396668,[-0.476 ~ -0.311],-23.102941,GAP RFECV DecisionTree
13886,XGBoost,delta G,kd,4674.170632847134,22799845.197416708,5.901986122131348,-0.486844,[-0.558 ~ -0.409],-23.092432,GAP RFECV RandomForest
13887,XGBoost,delta G,kd,4674.3310132198,22799947.53542416,5.370449542999268,-0.401905,[-0.481 ~ -0.317],-23.09254,GAP RFECV XGBoost
13888,linearRegression,delta G,kd,4673.071394738926,22788639.276802205,4.160935269328815,-0.577706,[-0.639 ~ -0.509],-23.080591,slim RFECV linearRegression
13889,linearRegression,delta G,kd,4673.071394738924,22788639.276802205,4.160935269328814,-0.577706,[-0.639 ~ -0.509],-23.080591,slim RFECV Ridge
13890,linearRegression,delta G,kd,4673.092445760517,22788898.007552356,4.2001398307379665,-0.579859,[-0.641 ~ -0.511],-23.080864,slim RFECV Lasso
13891,linearRegression,delta G,kd,4673.071394738925,22788639.276802205,4.160935269328816,-0.577706,[-0.639 ~ -0.509],-23.080591,slim RFECV ElasticNet
13892,linearRegression,delta G,kd,4673.502364699289,22791645.926448185,3.045924683282922,-0.61818,[-0.675 ~ -0.554],-23.083768,slim RFECV DecisionTree
13893,linearRegression,delta G,kd,4673.089373298708,22788867.418264534,4.194073162018429,-0.580474,[-0.642 ~ -0.512],-23.080832,slim RFECV RandomForest
13894,linearRegression,delta G,kd,4673.038113120564,22788183.939809423,3.946831158443904,-0.590482,[-0.651 ~ -0.523],-23.080109,slim RFECV XGBoost
13895,Ridge,delta G,kd,4673.241401309328,22790105.323887978,3.948286290318481,-0.593048,[-0.653 ~ -0.526],-23.08214,slim RFECV linearRegression
13896,Ridge,delta G,kd,4673.241401309322,22790105.32388793,3.9482862903128493,-0.593048,[-0.653 ~ -0.526],-23.08214,slim RFECV Ridge
13897,Ridge,delta G,kd,4673.277212015321,22790481.887713823,3.9764197512915067,-0.594234,[-0.654 ~ -0.527],-23.082538,slim RFECV Lasso
13898,Ridge,delta G,kd,4673.241401309326,22790105.32388797,3.9482862903164744,-0.593048,[-0.653 ~ -0.526],-23.08214,slim RFECV ElasticNet
13899,Ridge,delta G,kd,4673.50068798702,22791628.630366478,3.043354841290993,-0.61843,[-0.675 ~ -0.554],-23.083749,slim RFECV DecisionTree
13900,Ridge,delta G,kd,4673.274255350046,22790452.17331779,3.970070991503389,-0.594921,[-0.655 ~ -0.528],-23.082506,slim RFECV RandomForest
13901,Ridge,delta G,kd,4673.180656592132,22789405.08256104,3.8064511997139707,-0.597404,[-0.657 ~ -0.531],-23.0814,slim RFECV XGBoost
13902,Lasso,delta G,kd,4673.13114144859,22789154.359468974,4.084224882276212,-0.583184,[-0.644 ~ -0.515],-23.081135,slim RFECV linearRegression
13903,Lasso,delta G,kd,4673.13114144859,22789154.359468974,4.084224882276216,-0.583184,[-0.644 ~ -0.515],-23.081135,slim RFECV Ridge
13904,Lasso,delta G,kd,4673.287581753402,22790559.148169495,3.9550476326067865,-0.594912,[-0.655 ~ -0.528],-23.082619,slim RFECV Lasso
13905,Lasso,delta G,kd,4673.13114144859,22789154.359468974,4.084224882276215,-0.583184,[-0.644 ~ -0.515],-23.081135,slim RFECV ElasticNet
13906,Lasso,delta G,kd,4673.494619221366,22791571.466343798,3.0394393670139848,-0.619156,[-0.676 ~ -0.555],-23.083689,slim RFECV DecisionTree
13907,Lasso,delta G,kd,4673.19285604283,22789747.95308685,4.05844267109862,-0.589042,[-0.649 ~ -0.521],-23.081762,slim RFECV RandomForest
13908,Lasso,delta G,kd,4673.25266043345,22790035.70108586,3.7371218374593083,-0.602732,[-0.661 ~ -0.537],-23.082066,slim RFECV XGBoost
13909,ElasticNet,delta G,kd,4673.12739175353,22789122.907194193,4.089397504737019,-0.582893,[-0.644 ~ -0.515],-23.081102,slim RFECV linearRegression
13910,ElasticNet,delta G,kd,4673.1478171204635,22789299.11936721,4.063688962947025,-0.584749,[-0.646 ~ -0.517],-23.081288,slim RFECV Ridge
13911,ElasticNet,delta G,kd,4673.278648222801,22790490.771576088,3.9710669195907977,-0.594452,[-0.654 ~ -0.527],-23.082547,slim RFECV Lasso
13912,ElasticNet,delta G,kd,4673.13630196852,22789199.790265173,4.078156956809163,-0.583705,[-0.645 ~ -0.515],-23.081183,slim RFECV ElasticNet
13913,ElasticNet,delta G,kd,4673.496345318711,22791585.35340341,3.038303971094364,-0.619009,[-0.676 ~ -0.555],-23.083704,slim RFECV DecisionTree
13914,ElasticNet,delta G,kd,4673.30605830121,22790719.200901307,3.9275372586726034,-0.597453,[-0.657 ~ -0.531],-23.082788,slim RFECV RandomForest
13915,ElasticNet,delta G,kd,4673.160446758322,22789231.7387494,3.8199936826622674,-0.597363,[-0.657 ~ -0.531],-23.081217,slim RFECV XGBoost
13916,SVR,delta G,kd,4674.600237815732,22803093.572498895,3.8243295390170884,-0.650845,[-0.704 ~ -0.591],-23.095864,slim RFECV linearRegression
13917,SVR,delta G,kd,4674.600237815733,22803093.572498895,3.824329539017088,-0.650845,[-0.704 ~ -0.591],-23.095864,slim RFECV Ridge
13918,SVR,delta G,kd,4674.135604456526,22798256.3512078,3.6632986384123067,-0.610386,[-0.668 ~ -0.545],-23.090753,slim RFECV Lasso
13919,SVR,delta G,kd,4674.600237815733,22803093.572498895,3.8243295390170906,-0.650845,[-0.704 ~ -0.591],-23.095864,slim RFECV ElasticNet
13920,SVR,delta G,kd,4674.573300790655,22802160.008328423,3.3046207840816293,-0.647747,[-0.701 ~ -0.587],-23.094878,slim RFECV DecisionTree
13921,SVR,delta G,kd,4674.201454129591,22798949.981068622,3.6831267761075592,-0.61797,[-0.675 ~ -0.554],-23.091486,slim RFECV RandomForest
13922,SVR,delta G,kd,4674.238823525137,22799177.394906115,3.615382337992475,-0.612286,[-0.67 ~ -0.547],-23.091726,slim RFECV XGBoost
13923,DecisionTree,delta G,kd,4674.285686539113,22803431.596006673,10.457486059767318,-0.394507,[-0.474 ~ -0.309],-23.096222,slim RFECV linearRegression
13924,DecisionTree,delta G,kd,4673.769408225178,22799115.327159934,10.692048687924563,-0.410126,[-0.488 ~ -0.326],-23.091661,slim RFECV Ridge
13925,DecisionTree,delta G,kd,4673.6544478545065,22795012.068502866,9.052620807358613,-0.31428,[-0.4 ~ -0.224],-23.087325,slim RFECV Lasso
13926,DecisionTree,delta G,kd,4674.404638880918,22804477.175456945,9.945698579233643,-0.411912,[-0.49 ~ -0.327],-23.097326,slim RFECV ElasticNet
13927,DecisionTree,delta G,kd,4675.389559035609,22811218.389945596,10.297565046751858,-0.274318,[-0.362 ~ -0.182],-23.10445,slim RFECV DecisionTree
13928,DecisionTree,delta G,kd,4673.189311660824,22790457.067498837,9.200042528385705,-0.297504,[-0.384 ~ -0.206],-23.082511,slim RFECV RandomForest
13929,DecisionTree,delta G,kd,4673.5044910810475,22793961.77484708,9.590013862555052,-0.314964,[-0.4 ~ -0.224],-23.086215,slim RFECV XGBoost
13930,RandomForest,delta G,kd,4674.090365078837,22798772.53429786,4.158698657849719,-0.653258,[-0.706 ~ -0.593],-23.091298,slim RFECV linearRegression
13931,RandomForest,delta G,kd,4674.352469551195,22801212.57565786,4.154315171109368,-0.652687,[-0.705 ~ -0.593],-23.093877,slim RFECV Ridge
13932,RandomForest,delta G,kd,4674.112300554452,22798701.02901835,3.8405882182447635,-0.670696,[-0.721 ~ -0.613],-23.091223,slim RFECV Lasso
13933,RandomForest,delta G,kd,4674.360958081803,22801396.10683668,4.198017198912037,-0.658602,[-0.711 ~ -0.6],-23.094071,slim RFECV ElasticNet
13934,RandomForest,delta G,kd,4675.009031039954,22807317.979463045,4.350956812526568,-0.61909,[-0.676 ~ -0.555],-23.100328,slim RFECV DecisionTree
13935,RandomForest,delta G,kd,4673.982248639148,22797700.438792445,3.9862404505315827,-0.673783,[-0.724 ~ -0.617],-23.090165,slim RFECV RandomForest
13936,RandomForest,delta G,kd,4674.212799928685,22800009.710839123,4.056313762918487,-0.68159,[-0.731 ~ -0.626],-23.092606,slim RFECV XGBoost
13937,XGBoost,delta G,kd,4675.289086330548,22810359.184187893,6.440591335296631,-0.450153,[-0.525 ~ -0.369],-23.103542,slim RFECV linearRegression
13938,XGBoost,delta G,kd,4675.289086330548,22810359.184187893,6.440591335296631,-0.450153,[-0.525 ~ -0.369],-23.103542,slim RFECV Ridge
13939,XGBoost,delta G,kd,4675.139094791479,22809309.975133102,6.175999164581299,-0.499117,[-0.569 ~ -0.422],-23.102433,slim RFECV Lasso
13940,XGBoost,delta G,kd,4675.289086330547,22810359.184187893,6.440591335296631,-0.450153,[-0.525 ~ -0.369],-23.103542,slim RFECV ElasticNet
13941,XGBoost,delta G,kd,4675.762515550312,22814311.570966367,6.021517276763916,-0.441411,[-0.517 ~ -0.359],-23.107718,slim RFECV DecisionTree
13942,XGBoost,delta G,kd,4675.621012965822,22813963.62238014,6.102451801300049,-0.517618,[-0.586 ~ -0.442],-23.107351,slim RFECV RandomForest
13943,XGBoost,delta G,kd,4674.74723698422,22805566.176824965,5.740481853485107,-0.530288,[-0.597 ~ -0.456],-23.098477,slim RFECV XGBoost
13944,linearRegression,Affinity Data Value,kd,276097.23671334016,1096765202997.4945,51561.38425168653,0.180524,[0.084 ~ 0.273],-0.032567,final size5 f regression
13945,Ridge,Affinity Data Value,kd,276102.7756952127,1096814790880.1105,51394.453536441215,0.180692,[0.085 ~ 0.274],-0.032613,final size5 f regression
13946,Lasso,Affinity Data Value,kd,276966.355275019,1096346373884.2991,47226.77102592632,0.190585,[0.095 ~ 0.283],-0.032172,final size5 f regression
13947,ElasticNet,Affinity Data Value,kd,285026.3356517017,1103029869935.1147,15485.350205991606,0.216214,[0.121 ~ 0.307],-0.038465,final size5 f regression
13948,SVR,Affinity Data Value,kd,263953.6662992924,1131446528231.0093,53.8953318392947,0.328652,[0.239 ~ 0.413],-0.065218,final size5 f regression
13949,DecisionTree,Affinity Data Value,kd,269559.471382807,1077819613248.2814,161377.26241738038,0.196736,[0.101 ~ 0.289],-0.01473,final size5 f regression
13950,RandomForest,Affinity Data Value,kd,270123.52461318596,1078122627747.8348,65717.05813463278,0.279785,[0.187 ~ 0.367],-0.015015,final size5 f regression
13951,XGBoost,Affinity Data Value,kd,271743.98850796605,1093095334585.7294,119127.3828125,0.163244,[0.067 ~ 0.257],-0.029112,final size5 f regression
13952,linearRegression,Affinity Data Value,kd,277442.1796637053,1092640670490.5785,32778.90219691406,0.327558,[0.238 ~ 0.412],-0.028684,GAP size5 f regression
13953,Ridge,Affinity Data Value,kd,277416.2339562007,1092680484026.69,32730.31898767822,0.327904,[0.238 ~ 0.412],-0.028721,GAP size5 f regression
13954,Lasso,Affinity Data Value,kd,277936.2115012368,1092656742790.3505,32356.962990893404,0.325174,[0.235 ~ 0.41],-0.028699,GAP size5 f regression
13955,ElasticNet,Affinity Data Value,kd,285296.6642204662,1100126465132.6062,15426.38663725715,0.292315,[0.2 ~ 0.379],-0.035731,GAP size5 f regression
