,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
497,DecisionTree,pKd pKi pIC50,kd,1.5407582938388626,3.7759886255924173,1.7956103919751352,0.475275,[0.382 ~ 0.559],-0.028761,0.435624,GAP,5,test,211
498,RandomForest,delta G,kd,6543.19526319835,69675792.31343852,5636.592766678912,0.414107,[0.315 ~ 0.504],0.118544,0.42286,GAP,5,test,211
499,RandomForest,Affinity Data Value,kd,67105.5554429019,18531480808.197266,75387.42275625981,0.198271,[0.087 ~ 0.305],-0.151404,0.277842,GAP,5,test,211
500,RandomForest,pKd pKi pIC50,kd,1.1714995260663508,2.2062102954502367,1.202746284346135,0.657846,[0.588 ~ 0.718],0.398922,0.636461,GAP,5,test,211
501,XGBoost,delta G,kd,7465.316311780114,90190425.74088341,7105.52978515625,0.314401,[0.208 ~ 0.413],-0.140983,0.337548,GAP,5,test,211
502,XGBoost,Affinity Data Value,kd,107204.66808022183,45861427970.83862,178190.484375,0.096519,[-0.017 ~ 0.208],-1.849477,0.17624,GAP,5,test,211
503,XGBoost,pKd pKi pIC50,kd,1.2659162690402206,2.5325087103338966,1.4339734315872192,0.587162,[0.507 ~ 0.657],0.310023,0.576009,GAP,5,test,211
504,linearRegression,delta G,all,26616575662.053135,2.270225831591092e+23,475776612104.6298,-0.007141,[-0.098 ~ 0.083],-2596212960288990.5,0.317198,GAP,6,test,332
505,linearRegression,Affinity Data Value,all,126624283558.57951,5.313398130964341e+24,2301600407874.4136,-0.01221,[-0.103 ~ 0.078],-207920063672414.7,0.177549,GAP,6,test,332
506,linearRegression,pKd pKi pIC50,all,12283498.841002412,4.9466077989497016e+16,222078753.78689778,-0.073199,[-0.163 ~ 0.017],-1.541710267249122e+16,0.484547,GAP,6,test,332
507,Ridge,delta G,all,13234398349.119993,5.814947552137324e+22,240778584157.53473,0.006525,[-0.084 ~ 0.097],-664992970663143.0,0.329845,GAP,6,test,332
508,Ridge,Affinity Data Value,all,282203846399.9508,2.644013536774744e+25,5134247401051.7295,-0.012199,[-0.103 ~ 0.078],-1034636308755502.4,0.159968,GAP,6,test,332
509,Ridge,pKd pKi pIC50,all,2408937.483712103,1926586201796637.8,43826741.2199898,0.07297,[-0.018 ~ 0.162],-600459516657258.0,0.510558,GAP,6,test,332
510,Lasso,delta G,all,12526132382.561487,5.209206098747227e+22,227892863475.37436,0.006525,[-0.084 ~ 0.097],-595720839671070.1,0.360209,GAP,6,test,332
511,Lasso,Affinity Data Value,all,60416.66488436603,24504113757.05594,35093.969733655154,0.203472,[0.115 ~ 0.289],0.041123,0.289251,GAP,6,test,332
512,Lasso,pKd pKi pIC50,all,1985479.5754674508,1308784671317320.5,36122604.56026777,0.07297,[-0.018 ~ 0.162],-407909186941524.2,0.52496,GAP,6,test,332
513,ElasticNet,delta G,all,8657740711.00491,2.4885496819300637e+22,157513620291.00247,0.006525,[-0.084 ~ 0.097],-284588645175523.8,0.382933,GAP,6,test,332
514,ElasticNet,Affinity Data Value,all,148810909191.05383,7.352028916067646e+24,2707375896060.6675,-0.012199,[-0.103 ~ 0.078],-287694293307696.44,0.227319,GAP,6,test,332
515,ElasticNet,pKd pKi pIC50,all,2431006.2306519723,1962048064284182.0,44228252.226386234,0.07297,[-0.018 ~ 0.162],-611511922611987.5,0.539498,GAP,6,test,332
516,SVR,delta G,all,7627.889154803504,88556963.64916874,56.9670918536257,0.336507,[0.254 ~ 0.414],-0.012731,0.386929,GAP,6,test,332
517,SVR,Affinity Data Value,all,36087.57304025396,26840180735.00813,52.488543434479055,0.247688,[0.161 ~ 0.331],-0.050291,0.390295,GAP,6,test,332
518,SVR,pKd pKi pIC50,all,1.235693509564383,2.4622346096387915,0.9139888404652863,0.496913,[0.426 ~ 0.562],0.232595,0.503644,GAP,6,test,332
519,DecisionTree,delta G,all,8893.247210031443,128189885.90631582,10346.876985163024,0.35443,[0.273 ~ 0.431],-0.46597,0.348264,GAP,6,test,332
520,DecisionTree,Affinity Data Value,all,57903.1744626506,35178893615.30989,124371.50809590626,0.147033,[0.057 ~ 0.234],-0.376595,0.18667,GAP,6,test,332
521,DecisionTree,pKd pKi pIC50,all,1.5667168674698795,4.067817168674699,1.708701309402965,0.34759,[0.266 ~ 0.425],-0.267817,0.342995,GAP,6,test,332
522,RandomForest,delta G,all,6579.852055021143,72307573.3821388,4943.448641910843,0.438829,[0.363 ~ 0.509],0.173096,0.443683,GAP,6,test,332
523,RandomForest,Affinity Data Value,all,61004.18989208042,25453930373.208668,86407.23652202806,0.278791,[0.193 ~ 0.36],0.003955,0.410093,GAP,6,test,332
524,RandomForest,pKd pKi pIC50,all,1.1681222891566265,2.334983308554217,0.997876752852276,0.542176,[0.475 ~ 0.603],0.272255,0.541944,GAP,6,test,332
525,XGBoost,delta G,all,7490.057730047894,91089814.52411413,6281.0673828125,0.306108,[0.222 ~ 0.386],-0.041696,0.291953,GAP,6,test,332
526,XGBoost,Affinity Data Value,all,81828.20565461493,33146265397.973244,133747.234375,0.259445,[0.173 ~ 0.342],-0.297056,0.183383,GAP,6,test,332
527,XGBoost,pKd pKi pIC50,all,1.2950713815172032,2.8422946532279667,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.114141,0.429057,GAP,6,test,332
528,linearRegression,delta G,ki,15875425333.226406,7.883165671687668e+22,280372540805.2038,-0.007574,[-0.098 ~ 0.083],-901512818687155.6,0.317135,GAP,6,test,332
529,linearRegression,Affinity Data Value,ki,19396193842.707603,1.2316675964174357e+23,350429733881.854,0.012111,[-0.078 ~ 0.102],-4819672811226.611,0.177881,GAP,6,test,332
530,linearRegression,pKd pKi pIC50,ki,2373539.6827994348,1754846046154098.0,41831895.47528085,-0.074132,[-0.163 ~ 0.016],-546933227124199.75,0.495964,GAP,6,test,332
531,Ridge,delta G,ki,13234398349.009075,5.814947552039853e+22,240778584155.51666,0.006525,[-0.084 ~ 0.097],-664992970651996.2,0.329845,GAP,6,test,332
532,Ridge,Affinity Data Value,ki,282203846400.6967,2.6440135367887222e+25,5134247401065.302,-0.012199,[-0.103 ~ 0.078],-1034636308760972.5,0.159968,GAP,6,test,332
533,Ridge,pKd pKi pIC50,ki,2408937.4837458055,1926586201850545.2,43826741.22060297,0.07297,[-0.018 ~ 0.162],-600459516674059.4,0.510558,GAP,6,test,332
534,Lasso,delta G,ki,12526132382.56303,5.2092060987485116e+22,227892863475.4025,0.006525,[-0.084 ~ 0.097],-595720839671216.9,0.360209,GAP,6,test,332
535,Lasso,Affinity Data Value,ki,67737.38580302932,24802843641.77992,42796.247951891084,0.196082,[0.108 ~ 0.282],0.029433,0.296949,GAP,6,test,332
536,Lasso,pKd pKi pIC50,ki,1985479.5754673409,1308784671317175.5,36122604.560265765,0.07297,[-0.018 ~ 0.162],-407909186941479.0,0.52496,GAP,6,test,332
537,ElasticNet,delta G,ki,8657740711.00508,2.4885496819301615e+22,157513620291.00558,0.006525,[-0.084 ~ 0.097],-284588645175534.94,0.382933,GAP,6,test,332
538,ElasticNet,Affinity Data Value,ki,148810909191.05582,7.352028916067839e+24,2707375896060.703,-0.012199,[-0.103 ~ 0.078],-287694293307703.9,0.227319,GAP,6,test,332
539,ElasticNet,pKd pKi pIC50,ki,2566550.978854161,2186942253322993.8,46694272.58994526,0.07297,[-0.018 ~ 0.162],-681604740635567.1,0.538454,GAP,6,test,332
540,SVR,delta G,ki,7627.889154803504,88556963.64916874,56.96709185362566,0.336507,[0.254 ~ 0.414],-0.012731,0.386929,GAP,6,test,332
541,SVR,Affinity Data Value,ki,36087.573040253956,26840180735.00813,52.48854343447902,0.247688,[0.161 ~ 0.331],-0.050291,0.390295,GAP,6,test,332
542,SVR,pKd pKi pIC50,ki,1.235693509564379,2.462234609638786,0.9139888404652864,0.496913,[0.426 ~ 0.562],0.232595,0.503644,GAP,6,test,332
543,DecisionTree,delta G,ki,8612.069506117636,123483710.05226025,9823.370782771037,0.332531,[0.25 ~ 0.411],-0.41215,0.332332,GAP,6,test,332
544,DecisionTree,Affinity Data Value,ki,65094.39881114457,40907031573.387634,143688.4936179102,0.115879,[0.026 ~ 0.204],-0.600744,0.132455,GAP,6,test,332
545,DecisionTree,pKd pKi pIC50,ki,1.61960843373494,4.283821987951807,1.727731575760737,0.329473,[0.246 ~ 0.408],-0.33514,0.320153,GAP,6,test,332
546,RandomForest,delta G,ki,6690.94310860736,73698053.55859366,4955.417878838166,0.423666,[0.347 ~ 0.495],0.157195,0.42949,GAP,6,test,332
547,RandomForest,Affinity Data Value,ki,63783.32847703163,26229107239.721935,88091.7313842381,0.257774,[0.171 ~ 0.34],-0.026379,0.406983,GAP,6,test,332
548,RandomForest,pKd pKi pIC50,ki,1.1634484939759036,2.3199911900301204,0.9733153279165223,0.546039,[0.479 ~ 0.607],0.276928,0.55336,GAP,6,test,332
549,XGBoost,delta G,ki,7490.057730047896,91089814.52411413,6281.0673828125,0.306108,[0.222 ~ 0.386],-0.041696,0.291953,GAP,6,test,332
550,XGBoost,Affinity Data Value,ki,81828.20565461493,33146265397.973232,133747.21875,0.259445,[0.173 ~ 0.342],-0.297056,0.183383,GAP,6,test,332
551,XGBoost,pKd pKi pIC50,ki,1.2950713815172035,2.8422946532279663,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.114141,0.429057,GAP,6,test,332
552,linearRegression,delta G,kd,856174429.3915989,1.1721204466900378e+20,10792545026.623262,-0.022882,[-0.113 ~ 0.068],-1340428010451.0059,0.317491,GAP,6,test,332
553,linearRegression,Affinity Data Value,kd,151340713838.44516,7.589714196053333e+24,2750783561748.3936,-0.012211,[-0.103 ~ 0.078],-296995222267004.5,0.176412,GAP,6,test,332
554,linearRegression,pKd pKi pIC50,kd,2034236.5932523257,1272341506157310.2,35620415.02801858,-0.074368,[-0.164 ~ 0.016],-396550938181601.75,0.488294,GAP,6,test,332
555,Ridge,delta G,kd,13234398349.256401,5.814947552257195e+22,240778584160.01636,0.006525,[-0.084 ~ 0.097],-664992970676851.2,0.329845,GAP,6,test,332
556,Ridge,Affinity Data Value,kd,282203846400.9754,2.644013536793942e+25,5134247401070.371,-0.012199,[-0.103 ~ 0.078],-1034636308763015.1,0.159968,GAP,6,test,332
557,Ridge,pKd pKi pIC50,kd,2408937.4837759966,1926586201898837.2,43826741.22115224,0.07297,[-0.018 ~ 0.162],-600459516689110.5,0.510558,GAP,6,test,332
558,Lasso,delta G,kd,12526132382.56067,5.209206098746551e+22,227892863475.3596,0.006525,[-0.084 ~ 0.097],-595720839670992.8,0.360209,GAP,6,test,332
559,Lasso,Affinity Data Value,kd,67135.37823210013,24756991546.87137,42370.81513645009,0.19762,[0.109 ~ 0.283],0.031227,0.298815,GAP,6,test,332
560,Lasso,pKd pKi pIC50,kd,1777010.0926266261,1048375989682538.8,32329835.150098924,0.07297,[-0.018 ~ 0.162],-326747559726527.56,0.525445,GAP,6,test,332
561,ElasticNet,delta G,kd,8657740711.004988,2.4885496819301078e+22,157513620291.00388,0.006525,[-0.084 ~ 0.097],-284588645175528.75,0.382933,GAP,6,test,332
562,ElasticNet,Affinity Data Value,kd,148810909191.0539,7.352028916067649e+24,2707375896060.6685,-0.012199,[-0.103 ~ 0.078],-287694293307696.56,0.227319,GAP,6,test,332
563,ElasticNet,pKd pKi pIC50,kd,2566550.978854115,2186942253322916.8,46694272.58994443,0.07297,[-0.018 ~ 0.162],-681604740635543.1,0.538454,GAP,6,test,332
564,SVR,delta G,kd,7627.889154803504,88556963.64916874,56.96709185362562,0.336507,[0.254 ~ 0.414],-0.012731,0.386929,GAP,6,test,332
565,SVR,Affinity Data Value,kd,36087.57304025396,26840180735.008125,52.48854343447908,0.247688,[0.161 ~ 0.331],-0.050291,0.390295,GAP,6,test,332
566,SVR,pKd pKi pIC50,kd,1.2356935095643817,2.462234609638794,0.9139888404652885,0.496913,[0.426 ~ 0.562],0.232595,0.503644,GAP,6,test,332
567,DecisionTree,delta G,kd,8678.481607227504,123454208.13746648,10230.47526883155,0.363944,[0.283 ~ 0.44],-0.411813,0.357711,GAP,6,test,332
568,DecisionTree,Affinity Data Value,kd,69904.28029246989,53070884290.21997,180204.63158941432,0.088124,[-0.002 ~ 0.177],-1.076732,0.250335,GAP,6,test,332
569,DecisionTree,pKd pKi pIC50,kd,1.586987951807229,4.26703795180723,1.74967997690789,0.337182,[0.255 ~ 0.415],-0.329909,0.33421,GAP,6,test,332
570,RandomForest,delta G,kd,6598.9835753770785,71863258.06997557,4937.015417565455,0.443957,[0.368 ~ 0.514],0.178177,0.444577,GAP,6,test,332
571,RandomForest,Affinity Data Value,kd,60978.681907680424,26467821597.597458,84624.79793103428,0.234512,[0.147 ~ 0.318],-0.03572,0.397829,GAP,6,test,332
572,RandomForest,pKd pKi pIC50,kd,1.165625,2.343652618704819,1.0013883461855153,0.53699,[0.469 ~ 0.598],0.269553,0.530208,GAP,6,test,332
573,XGBoost,delta G,kd,7490.057730047896,91089814.52411413,6281.0673828125,0.306108,[0.222 ~ 0.386],-0.041696,0.291953,GAP,6,test,332
574,XGBoost,Affinity Data Value,kd,81828.20565461493,33146265397.973232,133747.234375,0.259445,[0.173 ~ 0.342],-0.297056,0.183383,GAP,6,test,332
575,XGBoost,pKd pKi pIC50,kd,1.2950713815172035,2.8422946532279663,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.114141,0.429057,GAP,6,test,332
