,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
8632,DecisionTree,Affinity Data Value,kd,1267226345160.8948,521995.8837974461,0.092207,[-0.005 ~ 0.188],-0.19305,final size45 mutual info regression
8633,RandomForest,Affinity Data Value,kd,1065499062553.7627,145847.6882997348,0.170612,[0.074 ~ 0.264],-0.003131,final size45 mutual info regression
8634,XGBoost,Affinity Data Value,kd,1068572437775.739,136000.421875,0.190779,[0.095 ~ 0.283],-0.006024,final size45 mutual info regression
8635,linearRegression,Affinity Data Value,kd,1090315064655.5702,44535.63923228488,0.246815,[0.153 ~ 0.336],-0.026494,GAP size45 mutual info regression
8636,Ridge,Affinity Data Value,kd,1090017816189.2585,43361.528782777415,0.254119,[0.16 ~ 0.343],-0.026214,GAP size45 mutual info regression
8637,Lasso,Affinity Data Value,kd,1090011696925.2535,33058.680796918954,0.308397,[0.217 ~ 0.394],-0.026208,GAP size45 mutual info regression
8638,ElasticNet,Affinity Data Value,kd,1096907549638.8337,18367.567830566943,0.324225,[0.234 ~ 0.409],-0.032701,GAP size45 mutual info regression
8639,SVR,Affinity Data Value,kd,1131439612539.8926,43.270571560148625,0.341621,[0.252 ~ 0.425],-0.065211,GAP size45 mutual info regression
8640,DecisionTree,Affinity Data Value,kd,1184524437121.2417,339650.06514423713,0.041447,[-0.056 ~ 0.139],-0.115189,GAP size45 mutual info regression
8641,RandomForest,Affinity Data Value,kd,1075391434967.3331,130137.64099457527,0.157388,[0.061 ~ 0.251],-0.012444,GAP size45 mutual info regression
8642,XGBoost,Affinity Data Value,kd,1101509110534.8943,121070.3203125,0.09969,[0.002 ~ 0.195],-0.037033,GAP size45 mutual info regression
8643,linearRegression,Affinity Data Value,kd,6.68704737635817e+17,816346206.8901851,0.024718,[-0.073 ~ 0.122],-629561.443431,final size50 f regression
8644,Ridge,Affinity Data Value,kd,1087213734341.3906,64361.989078157836,0.232053,[0.138 ~ 0.322],-0.023574,final size50 f regression
8645,Lasso,Affinity Data Value,kd,1090081942594.7139,44529.66301527833,0.228948,[0.134 ~ 0.319],-0.026275,final size50 f regression
8646,ElasticNet,Affinity Data Value,kd,1096784303185.7399,25209.69298007152,0.262013,[0.169 ~ 0.351],-0.032585,final size50 f regression
8647,SVR,Affinity Data Value,kd,1131437179199.2324,40.305903537653585,0.335965,[0.246 ~ 0.42],-0.065209,final size50 f regression
8648,DecisionTree,Affinity Data Value,kd,1397977674758.2188,605519.7911590815,0.046287,[-0.052 ~ 0.143],-0.316148,final size50 f regression
8649,RandomForest,Affinity Data Value,kd,1079069553738.4658,166723.5570703813,0.129636,[0.032 ~ 0.224],-0.015907,final size50 f regression
8650,XGBoost,Affinity Data Value,kd,1088696332276.0573,115410.5703125,0.16646,[0.07 ~ 0.26],-0.02497,final size50 f regression
8651,linearRegression,Affinity Data Value,kd,6.311609956820096e+17,793100271.0669907,0.024718,[-0.073 ~ 0.122],-594215.305457,GAP size50 f regression
8652,Ridge,Affinity Data Value,kd,1090914539453.2544,65734.2390958264,0.226988,[0.132 ~ 0.318],-0.027058,GAP size50 f regression
8653,Lasso,Affinity Data Value,kd,1087680594730.0265,51244.009426794015,0.244722,[0.151 ~ 0.334],-0.024014,GAP size50 f regression
8654,ElasticNet,Affinity Data Value,kd,1094537433969.9014,25383.547955213864,0.287741,[0.196 ~ 0.375],-0.030469,GAP size50 f regression
8655,SVR,Affinity Data Value,kd,1131432348634.9792,42.92798389173763,0.359553,[0.271 ~ 0.442],-0.065205,GAP size50 f regression
8656,DecisionTree,Affinity Data Value,kd,1103033420137.2605,152616.11026631587,0.098658,[0.001 ~ 0.194],-0.038468,GAP size50 f regression
8657,RandomForest,Affinity Data Value,kd,1066591959880.6165,120379.61843198136,0.201931,[0.106 ~ 0.294],-0.00416,GAP size50 f regression
8658,XGBoost,Affinity Data Value,kd,1116011150621.8403,99619.8984375,0.083544,[-0.014 ~ 0.18],-0.050686,GAP size50 f regression
8659,linearRegression,Affinity Data Value,kd,1.326958345327467e+18,1151963628.4422767,0.028322,[-0.07 ~ 0.126],-1249284.508532,final size50 r regression
8660,Ridge,Affinity Data Value,kd,1095940675055.2748,75149.44493241557,0.134714,[0.038 ~ 0.229],-0.03179,final size50 r regression
8661,Lasso,Affinity Data Value,kd,1095425181329.0895,25538.753029153966,0.24811,[0.154 ~ 0.338],-0.031305,final size50 r regression
8662,ElasticNet,Affinity Data Value,kd,1104939369684.801,23284.707537657356,0.096088,[-0.002 ~ 0.192],-0.040262,final size50 r regression
8663,SVR,Affinity Data Value,kd,1131450641626.3425,19.324279244349245,0.321069,[0.231 ~ 0.406],-0.065222,final size50 r regression
8664,DecisionTree,Affinity Data Value,kd,1144092025125.1338,167951.7998798659,-0.021995,[-0.119 ~ 0.076],-0.077123,final size50 r regression
8665,RandomForest,Affinity Data Value,kd,1073027710575.0333,67210.1137458295,0.284421,[0.192 ~ 0.372],-0.010219,final size50 r regression
8666,XGBoost,Affinity Data Value,kd,1092744361645.7542,134702.46875,0.125583,[0.028 ~ 0.221],-0.028781,final size50 r regression
8667,linearRegression,Affinity Data Value,kd,8.327822874174907e+17,912215013.7645602,0.028757,[-0.069 ~ 0.126],-784034.796675,GAP size50 r regression
8668,Ridge,Affinity Data Value,kd,1093824168335.9326,81613.62222736412,0.141682,[0.045 ~ 0.236],-0.029798,GAP size50 r regression
8669,Lasso,Affinity Data Value,kd,1094577196795.3978,22199.673891301256,0.303415,[0.212 ~ 0.39],-0.030507,GAP size50 r regression
8670,ElasticNet,Affinity Data Value,kd,1104477179167.0073,22220.5847484885,0.107688,[0.01 ~ 0.203],-0.039827,GAP size50 r regression
8671,SVR,Affinity Data Value,kd,1131449414544.9875,19.35458770372128,0.328102,[0.238 ~ 0.413],-0.065221,GAP size50 r regression
8672,DecisionTree,Affinity Data Value,kd,1109742102098.315,131584.60752444345,0.075478,[-0.022 ~ 0.172],-0.044784,GAP size50 r regression
8673,RandomForest,Affinity Data Value,kd,1082178674581.9598,67627.4258915644,0.2181,[0.123 ~ 0.309],-0.018834,GAP size50 r regression
8674,XGBoost,Affinity Data Value,kd,1103841403886.7134,97870.75,0.093348,[-0.004 ~ 0.189],-0.039229,GAP size50 r regression
8675,linearRegression,Affinity Data Value,kd,1090776649353.9246,54483.15741029077,0.192712,[0.097 ~ 0.285],-0.026929,final size50 mutual info regression
8676,Ridge,Affinity Data Value,kd,1090841909044.8519,51340.52489511586,0.207317,[0.112 ~ 0.299],-0.02699,final size50 mutual info regression
8677,Lasso,Affinity Data Value,kd,1092031235574.3557,31696.568336212444,0.298195,[0.207 ~ 0.385],-0.02811,final size50 mutual info regression
8678,ElasticNet,Affinity Data Value,kd,1098602187820.9127,17494.364097853875,0.300864,[0.209 ~ 0.387],-0.034296,final size50 mutual info regression
8679,SVR,Affinity Data Value,kd,1131443833615.784,36.962222316786594,0.289218,[0.197 ~ 0.376],-0.065215,final size50 mutual info regression
8680,DecisionTree,Affinity Data Value,kd,1297844246976.191,450149.42055395484,-0.000925,[-0.099 ~ 0.097],-0.221876,final size50 mutual info regression
8681,RandomForest,Affinity Data Value,kd,1069692016113.791,151451.4914755565,0.165106,[0.069 ~ 0.259],-0.007078,final size50 mutual info regression
8682,XGBoost,Affinity Data Value,kd,1121464239017.1404,177124.5625,0.050523,[-0.047 ~ 0.147],-0.05582,final size50 mutual info regression
8683,linearRegression,Affinity Data Value,kd,1090952355505.084,47256.849634986094,0.259623,[0.166 ~ 0.348],-0.027094,GAP size50 mutual info regression
8684,Ridge,Affinity Data Value,kd,1090351186175.7588,45964.01254433701,0.265636,[0.172 ~ 0.354],-0.026528,GAP size50 mutual info regression
8685,Lasso,Affinity Data Value,kd,1089984344937.3083,42355.7291197706,0.27748,[0.185 ~ 0.365],-0.026183,GAP size50 mutual info regression
8686,ElasticNet,Affinity Data Value,kd,1095802767680.2057,19810.01504235856,0.322642,[0.232 ~ 0.407],-0.031661,GAP size50 mutual info regression
8687,SVR,Affinity Data Value,kd,1131438484838.2014,42.34805570952337,0.34338,[0.254 ~ 0.427],-0.06521,GAP size50 mutual info regression
8688,DecisionTree,Affinity Data Value,kd,1178068340991.121,391631.16119258996,0.075915,[-0.022 ~ 0.172],-0.109111,GAP size50 mutual info regression
8689,RandomForest,Affinity Data Value,kd,1076537949321.9141,116346.19812207128,0.160338,[0.064 ~ 0.254],-0.013523,GAP size50 mutual info regression
8690,XGBoost,Affinity Data Value,kd,1094198304106.7362,117394.2109375,0.124366,[0.027 ~ 0.219],-0.03015,GAP size50 mutual info regression
8691,linearRegression,Affinity Data Value,kd,6.87737981828667e+17,827882356.4387683,0.024716,[-0.073 ~ 0.122],-647480.586284,final size55 f regression
8692,Ridge,Affinity Data Value,kd,1093058070596.389,65268.22011584588,0.211017,[0.116 ~ 0.302],-0.029076,final size55 f regression
8693,Lasso,Affinity Data Value,kd,1090739030823.5358,50689.48951239532,0.225948,[0.131 ~ 0.317],-0.026893,final size55 f regression
8694,ElasticNet,Affinity Data Value,kd,1096417081092.4047,25204.57554738761,0.262861,[0.17 ~ 0.351],-0.032239,final size55 f regression
8695,SVR,Affinity Data Value,kd,1131439008814.5107,37.59866257749798,0.338915,[0.25 ~ 0.423],-0.065211,final size55 f regression
8696,DecisionTree,Affinity Data Value,kd,1096719924769.5022,181567.44140958457,0.120874,[0.024 ~ 0.216],-0.032524,final size55 f regression
8697,RandomForest,Affinity Data Value,kd,1074863733966.9998,184004.7137717225,0.145059,[0.048 ~ 0.239],-0.011947,final size55 f regression
8698,XGBoost,Affinity Data Value,kd,1087528170328.0272,115693.40625,0.171979,[0.076 ~ 0.265],-0.02387,final size55 f regression
8699,linearRegression,Affinity Data Value,kd,6.544530680749048e+17,807601262.9561957,0.024717,[-0.073 ~ 0.122],-616143.988152,GAP size55 f regression
8700,Ridge,Affinity Data Value,kd,1093303572311.378,65960.92206856945,0.217471,[0.122 ~ 0.309],-0.029308,GAP size55 f regression
8701,Lasso,Affinity Data Value,kd,1093508583633.3164,63209.17990027141,0.221365,[0.126 ~ 0.312],-0.029501,GAP size55 f regression
8702,ElasticNet,Affinity Data Value,kd,1094454823854.8987,25666.00740977095,0.286885,[0.195 ~ 0.374],-0.030391,GAP size55 f regression
8703,SVR,Affinity Data Value,kd,1131433082192.0076,42.18580356694397,0.352392,[0.264 ~ 0.435],-0.065205,GAP size55 f regression
8704,DecisionTree,Affinity Data Value,kd,1337502965658.624,510003.6164723849,0.018192,[-0.08 ~ 0.116],-0.259213,GAP size55 f regression
8705,RandomForest,Affinity Data Value,kd,1071813740692.2557,110004.60520664278,0.187756,[0.092 ~ 0.28],-0.009076,GAP size55 f regression
8706,XGBoost,Affinity Data Value,kd,1091019546291.5706,96736.625,0.187648,[0.092 ~ 0.28],-0.027157,GAP size55 f regression
8707,linearRegression,Affinity Data Value,kd,9.099677331027008e+21,95227660104.93224,0.015411,[-0.082 ~ 0.113],-8567032311.659179,final size55 r regression
8708,Ridge,Affinity Data Value,kd,1097381205775.2566,83090.72268615541,0.115724,[0.018 ~ 0.211],-0.033147,final size55 r regression
8709,Lasso,Affinity Data Value,kd,1095425181329.0897,25538.75302915375,0.24811,[0.154 ~ 0.338],-0.031305,final size55 r regression
8710,ElasticNet,Affinity Data Value,kd,1107088030500.5298,54473.12247015133,0.054954,[-0.043 ~ 0.152],-0.042285,final size55 r regression
8711,SVR,Affinity Data Value,kd,1131450511451.3655,18.295398604948787,0.322896,[0.233 ~ 0.408],-0.065222,final size55 r regression
8712,DecisionTree,Affinity Data Value,kd,1144212020396.5938,170948.18673364285,-0.018994,[-0.116 ~ 0.079],-0.077236,final size55 r regression
8713,RandomForest,Affinity Data Value,kd,1077714934371.5631,68359.94890885711,0.250636,[0.157 ~ 0.34],-0.014631,final size55 r regression
8714,XGBoost,Affinity Data Value,kd,1095786768018.7473,134879.09375,0.117496,[0.02 ~ 0.213],-0.031645,final size55 r regression
8715,linearRegression,Affinity Data Value,kd,3.031439460839237e+24,1738042803602.1943,-0.015185,[-0.113 ~ 0.083],-2853995682497.424,GAP size55 r regression
8716,Ridge,Affinity Data Value,kd,1117986636069.8916,173125.65093420012,0.053621,[-0.044 ~ 0.15],-0.052546,GAP size55 r regression
8717,Lasso,Affinity Data Value,kd,1094009932472.411,23917.794114008964,0.293921,[0.202 ~ 0.381],-0.029973,GAP size55 r regression
8718,ElasticNet,Affinity Data Value,kd,1105817574924.7961,45384.61873781093,0.066149,[-0.032 ~ 0.163],-0.041089,GAP size55 r regression
8719,SVR,Affinity Data Value,kd,1131448822715.494,18.30917071198419,0.330102,[0.24 ~ 0.414],-0.06522,GAP size55 r regression
8720,DecisionTree,Affinity Data Value,kd,1091881000254.9932,115928.63880107799,0.149046,[0.052 ~ 0.243],-0.027968,GAP size55 r regression
8721,RandomForest,Affinity Data Value,kd,1072443417125.479,71126.42906611413,0.273487,[0.181 ~ 0.361],-0.009668,GAP size55 r regression
8722,XGBoost,Affinity Data Value,kd,1104660633092.9338,98828.6640625,0.088549,[-0.009 ~ 0.185],-0.04,GAP size55 r regression
8723,linearRegression,Affinity Data Value,kd,1086768432472.9364,48050.34731300786,0.239472,[0.145 ~ 0.329],-0.023155,final size55 mutual info regression
8724,Ridge,Affinity Data Value,kd,1087433502802.4314,45748.301544492446,0.248684,[0.155 ~ 0.338],-0.023781,final size55 mutual info regression
8725,Lasso,Affinity Data Value,kd,1090471469457.7849,29410.66391879991,0.324101,[0.234 ~ 0.409],-0.026641,final size55 mutual info regression
8726,ElasticNet,Affinity Data Value,kd,1098142770707.6858,17498.554969829413,0.313478,[0.223 ~ 0.399],-0.033864,final size55 mutual info regression
8727,SVR,Affinity Data Value,kd,1131441187642.3118,33.95375134526463,0.350551,[0.262 ~ 0.433],-0.065213,final size55 mutual info regression
8728,DecisionTree,Affinity Data Value,kd,1374729506517.8625,520057.1658547551,-0.0107,[-0.108 ~ 0.087],-0.29426,final size55 mutual info regression
8729,RandomForest,Affinity Data Value,kd,1064011394364.8563,153170.6828594361,0.1797,[0.084 ~ 0.273],-0.00173,final size55 mutual info regression
8730,XGBoost,Affinity Data Value,kd,1086968443479.2877,164884.859375,0.127483,[0.03 ~ 0.222],-0.023343,final size55 mutual info regression
8731,linearRegression,Affinity Data Value,kd,1097165785574.8636,49793.03497257869,0.197218,[0.102 ~ 0.289],-0.032944,GAP size55 mutual info regression
8732,Ridge,Affinity Data Value,kd,1096270380388.6685,47897.852275631645,0.209309,[0.114 ~ 0.301],-0.032101,GAP size55 mutual info regression
8733,Lasso,Affinity Data Value,kd,1090062274501.9077,33889.845694044554,0.299268,[0.208 ~ 0.386],-0.026256,GAP size55 mutual info regression
8734,ElasticNet,Affinity Data Value,kd,1096079350604.2808,19822.743503824695,0.318628,[0.228 ~ 0.404],-0.031921,GAP size55 mutual info regression
8735,SVR,Affinity Data Value,kd,1131440916326.231,41.173495835823516,0.306685,[0.216 ~ 0.393],-0.065213,GAP size55 mutual info regression
8736,DecisionTree,Affinity Data Value,kd,1211367378297.895,352466.0318729615,0.009106,[-0.089 ~ 0.107],-0.140461,GAP size55 mutual info regression
8737,RandomForest,Affinity Data Value,kd,1082439305227.1588,124754.51203590768,0.132081,[0.035 ~ 0.227],-0.019079,GAP size55 mutual info regression
8738,XGBoost,Affinity Data Value,kd,1094876589016.2574,165589.28125,0.102829,[0.005 ~ 0.198],-0.030789,GAP size55 mutual info regression
8739,linearRegression,Affinity Data Value,kd,6.855440165134427e+17,826560980.199829,0.024718,[-0.073 ~ 0.122],-645415.043621,final size60 f regression
8740,Ridge,Affinity Data Value,kd,1092139773073.0724,67022.21282362354,0.221528,[0.127 ~ 0.312],-0.028212,final size60 f regression
8741,Lasso,Affinity Data Value,kd,1090295785167.2656,52335.77027842515,0.233199,[0.139 ~ 0.323],-0.026476,final size60 f regression
8742,ElasticNet,Affinity Data Value,kd,1096081351744.6267,25139.606722395536,0.269946,[0.177 ~ 0.358],-0.031923,final size60 f regression
8743,SVR,Affinity Data Value,kd,1131441808150.966,35.962223454105484,0.346763,[0.258 ~ 0.43],-0.065213,final size60 f regression
8744,DecisionTree,Affinity Data Value,kd,1113137317182.7478,192301.94548899095,0.073452,[-0.024 ~ 0.17],-0.04798,final size60 f regression
8745,RandomForest,Affinity Data Value,kd,1083790876725.0562,148473.04614208764,0.117131,[0.02 ~ 0.212],-0.020352,final size60 f regression
8746,XGBoost,Affinity Data Value,kd,1085826715227.2412,94535.53125,0.21306,[0.118 ~ 0.304],-0.022268,final size60 f regression
8747,linearRegression,Affinity Data Value,kd,6.69117402835147e+17,816598747.3884289,0.024717,[-0.073 ~ 0.122],-629949.953481,GAP size60 f regression
8748,Ridge,Affinity Data Value,kd,1094746512263.91,69563.63388312906,0.203294,[0.108 ~ 0.295],-0.030666,GAP size60 f regression
8749,Lasso,Affinity Data Value,kd,1094998421248.6761,67701.16451157423,0.204424,[0.109 ~ 0.296],-0.030903,GAP size60 f regression
8750,ElasticNet,Affinity Data Value,kd,1094187958846.4639,25643.169496129325,0.28722,[0.195 ~ 0.374],-0.03014,GAP size60 f regression
8751,SVR,Affinity Data Value,kd,1131435203340.8464,40.50884096737144,0.354415,[0.266 ~ 0.437],-0.065207,GAP size60 f regression
8752,DecisionTree,Affinity Data Value,kd,1201222979932.4602,315154.66542391607,0.004365,[-0.093 ~ 0.102],-0.13091,GAP size60 f regression
8753,RandomForest,Affinity Data Value,kd,1074389574075.6044,117558.4372343209,0.179604,[0.083 ~ 0.272],-0.011501,GAP size60 f regression
8754,XGBoost,Affinity Data Value,kd,1090669015588.8403,94351.3125,0.173216,[0.077 ~ 0.266],-0.026827,GAP size60 f regression
8755,linearRegression,Affinity Data Value,kd,1.9500475413474306e+20,13936964751.237888,-0.013697,[-0.111 ~ 0.084],-183590248.304582,final size60 r regression
8756,Ridge,Affinity Data Value,kd,1097476933637.0044,84994.05696472657,0.115176,[0.018 ~ 0.21],-0.033237,final size60 r regression
8757,Lasso,Affinity Data Value,kd,1095425181329.0895,25538.75302915382,0.24811,[0.154 ~ 0.338],-0.031305,final size60 r regression
8758,ElasticNet,Affinity Data Value,kd,1107061713250.088,54614.27958903522,0.055028,[-0.043 ~ 0.152],-0.04226,final size60 r regression
8759,SVR,Affinity Data Value,kd,1131449529157.9119,17.254103465864482,0.315854,[0.225 ~ 0.401],-0.065221,final size60 r regression
8760,DecisionTree,Affinity Data Value,kd,1147404213790.1106,201762.79531628103,-0.005187,[-0.103 ~ 0.092],-0.080241,final size60 r regression
8761,RandomForest,Affinity Data Value,kd,1077736710449.0942,70651.82899905184,0.240566,[0.146 ~ 0.33],-0.014652,final size60 r regression
8762,XGBoost,Affinity Data Value,kd,1088289382503.4965,117148.015625,0.153186,[0.056 ~ 0.247],-0.024587,final size60 r regression
8763,linearRegression,Affinity Data Value,kd,1.7968738504569785e+24,1338118548451.538,-0.015181,[-0.113 ~ 0.083],-1691694746817.0022,GAP size60 r regression
8764,Ridge,Affinity Data Value,kd,1119225401452.8972,177288.94476041177,0.053209,[-0.045 ~ 0.15],-0.053712,GAP size60 r regression
